Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
30 Sep 2014,Anonymous Interview Candidate,Transaction Manager,No Offer,Average Interview,,I applied through an employee referral. The process took 2+ months. I interviewed at Fannie Mae in May 2013.,Application,what is your shortcomings. Â  Answer Question
26 Apr 2013,"Anonymous Employee in Herndon, VA (US)",LOAN OPERATIONS SPECIALIST,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3+ weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in April 2013.",Application,What would you do differently in your career? Â  Answer Question
1 Jan 2015,"Anonymous Employee in Reston, VA (US)",Senior Windows Desktop Engineer,Accepted Offer,Negative Experience,Easy Interview,"I applied through a recruiter. The process took 3 weeks. I interviewed at Fannie Mae (Reston, VA (US)) in April 2013.",Application,There were no difficult or unexpected questions in this interview. Not sure if the waiting was part of the interview or just bad time management. Â  Answer Question
1 Apr 2014,"Anonymous Interview Candidate in Washington, DC (US)",Business Analyst,No Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in March 2013.",Application,"Management consulting style questions. ""how many gas stations in DC?"" ""If you were a penny in blender...."" etc. Â  Answer Question"
18 Aug 2015,"Anonymous Employee in Reston, VA (US)",Project Manager,Accepted Offer,Positive Experience,Difficult Interview,"I applied in-person. The process took 3 weeks. I interviewed at Fannie Mae (Reston, VA (US)) in March 2013.",Application,Tell me about your experience Â  Answer Question
16 Jun 2015,"Anonymous Employee in Washington, DC (US)",Business Analyst,Accepted Offer,Neutral Experience,Average Interview,"I applied through an employee referral. The process took 3 days. I interviewed at Fannie Mae (Washington, DC (US)) in March 2013.",Application,What's a challenge you faced and had to overcome? Describe an experience where you had to find your own solution to a problem. Â  1 Answer
13 Mar 2015,"Anonymous Employee in Herndon, VA (US)",Loan Operations Specialist I,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Fannie Mae (Herndon, VA (US)) in March 2013.",Application,"What makes you a great fit for Fannie Mae?
What do you know about Fannie Mae and secondary mortgage market? Â  Answer Question"
8 Mar 2013,"Anonymous Interview Candidate in Washington, DC (US)",Business Analyst,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in February 2013.",Application,they were all behavioral questions. Â  Answer Question
6 Aug 2015,"Anonymous Employee in Washington, DC (US)",General Accountant II,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 4+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in February 2013.",Application,Name a situation when you had a tight deadline to meet and how did you do it? Â  Answer Question
14 Dec 2014,Anonymous Employee,Financial Economist III,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Fannie Mae in January 2013.,Application,Question was primarily focused on the experience that I had before. Â  Answer Question
25 Feb 2013,"Anonymous Interview Candidate in Washington, DC (US)",Financial Engineer,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in December 2012.",Application,"The hiring manager told me the job description and responsibilities, those are what I am interested and good at. Then all of a sudden, another manager in the interview asked me if I am willing to do the job if it is nothing like what the hiring manager had said. Â  Answer Question"
31 Dec 2012,"Anonymous Interview Candidate in Washington, DC (US)",Legal Support II,No Offer,Negative Experience,Difficult Interview,"I applied through college or university. The process took 1+ week. I interviewed at Fannie Mae (Washington, DC (US)) in December 2012.",Application,"I was asked to reveal all the names of all my supervisors from my previous position. I was very uncomfortable with this line of questioning. Needless to say, I lied because this was none of their business. They really crossed the line!! Â  Answer Question"
2 Nov 2012,"Anonymous Interview Candidate in Washington, DC (US)",Financial Engineer,No Offer,Average Interview,,"I applied through a recruiter. The process took 5 days. I interviewed at Fannie Mae (Washington, DC (US)).",Application,what's the philosophy behind black scholes model Â  Answer Question
5 Nov 2012,"Anonymous Interview Candidate in Herndon, VA (US)",Business Analyst I,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in October 2012.",Application,"""Tell me about yourself""
-The interviewer seemed a bit unprepared. They didn't have any questions to ask from the start. Â  Answer Question"
22 Oct 2012,"Anonymous Interview Candidate in Fairfax, VA (US)",Applications Quality Analyst Intern,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 days. I interviewed at Fannie Mae (Fairfax, VA (US)) in October 2012.",Application,"How did you handle working with others with conflicting views?
Describe your strengths and weaknesses. Â  Answer Question"
25 Oct 2012,"Anonymous Interview Candidate in Washington, DC (US)",Operations and Technology Campus Associate,No Offer,Negative Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in October 2012.",Application,"Why do you want to work for a company like Fannie Mae, that may not exist in the next 2-4 years? Â  2 Answers"
4 May 2015,"Anonymous Employee in College Park, MD (US)",O&T Associate,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae (College Park, MD (US)) in October 2012.",Application,"Provide an example of a time that you led a team. If someone was not pulling their weight, how did you respond? Â  Answer Question"
3 Oct 2012,"Anonymous Interview Candidate in Washington, DC (US)",Finance Associate,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in September 2012.",Application,What do you think you can bring to Fannie Mae? Â  Answer Question
2 May 2016,"Anonymous Employee in Washington, DC (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 4 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in September 2012.",Application,Why are you interested in operations? Â  Answer Question
6 Apr 2015,"Anonymous Employee in Reston, VA (US)",Identity and Access Management Analyst,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 2 days. I interviewed at Fannie Mae (Reston, VA (US)) in September 2012.",Application,How would you handle it if you had a problem with a fellow employee? Â  1 Answer
22 Jun 2016,"Anonymous Employee in Dallas, TX (US)",Review Appraiser,Accepted Offer,Positive Experience,Average Interview,"I applied through a staffing agency. The process took 4+ weeks. I interviewed at Fannie Mae (Dallas, TX (US)) in August 2012.",Application,"Past experience, related Â  Answer Question"
25 Jul 2016,"Anonymous Employee in Washington, DC (US)",Senior Financial Analyst,Accepted Offer,Neutral Experience,Difficult Interview,"I applied through an employee referral. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in August 2012.",Application,They asked me to describe a time when I had to deal with a difficult personality in order to get things done. Â  Answer Question
15 May 2013,"Anonymous Employee in Herndon, VA (US)",Contractor On Software Delivery,Accepted Offer,Neutral Experience,Average Interview,"I applied through a staffing agency. The process took 5 weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in August 2012.",Application,No difficult or unexpected questions. Â  Answer Question
19 Aug 2012,"Anonymous Employee in Washington, DC (US)",Research Analyst Intern,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in July 2012.",Application,There were some questions about the evolving housing finance industry that required me to think critically and creatively. Â  Answer Question
24 Mar 2015,"Anonymous Employee in Dallas, TX (US)",Foreclosure Prevention Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Fannie Mae (Dallas, TX (US)) in July 2012.",Application,Tell me about your day to day activities for your current role. Â  Answer Question
6 Aug 2015,"Anonymous Employee in Dallas, TX (US)",Valuation Analyst,Accepted Offer,Positive Experience,Easy Interview,"The process took 3 days. I interviewed at Fannie Mae (Dallas, TX (US)) in June 2012.",Application,"There weren&#039;t a lot of questions asked,..skills tested set the qualifications Â  1 Answer"
20 Oct 2012,"Anonymous Interview Candidate in Washington, DC (US)",Software Development Manager,Declined Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 4+ months. I interviewed at Fannie Mae (Washington, DC (US)) in May 2012.",Application,"Interviews are mostly behavioral and focus on 'fit'. I was asked about my background, industry experience and also the most difficult and challenging assignment that I had worked on in my career so far. Â  1 Answer"
17 Apr 2016,"Anonymous Employee in Swarthmore, PA (US)",Credit Finance Research,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 1 day. I interviewed at Fannie Mae (Swarthmore, PA (US)) in May 2012.",Application,Please explain the paper you submitted and answer analytically oriented questions about it. Â  Answer Question
7 Mar 2012,"Anonymous Interview Candidate in Herndon, VA (US)",Project Manager II,No Offer,Neutral Experience,Easy Interview,"I applied through a staffing agency. The process took 1 day. I interviewed at Fannie Mae (Herndon, VA (US)) in March 2012.",Application,What do you like about project management most? Â  1 Answer
14 Oct 2013,"Anonymous Interview Candidate in Herndon, VA (US)",Project Manager III,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Fannie Mae (Herndon, VA (US)) in March 2012.",Application,Nothing comes to mind - nothing was difficult or unexpected for an interview of that type. Â  Answer Question
8 May 2014,"Anonymous Employee in Washington, DC (US)",Customer Support Specialist,Accepted Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in March 2012.",Application,"Situational questions, very easy interview just study your resume. Be prepared to answer this question..... ""Sell me yourself, why should you have this position"" Â  Answer Question"
14 Jan 2014,Anonymous Employee,Quality Analyst,Accepted Offer,Average Interview,,I applied online. The process took 4+ weeks. I interviewed at Fannie Mae in January 2012.,Application,Asked question based on the resume. Some math quesitons some finance questions. Â  Answer Question
30 Oct 2014,Anonymous Employee,Director,Accepted Offer,Positive Experience,Average Interview,I applied in-person. I interviewed at Fannie Mae in January 2012.,Application,
18 Sep 2016,"Anonymous Interview Candidate in Dallas, TX (US)",Director REO,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Fannie Mae (Dallas, TX (US)) in January 2012.",Application,What is your biggest weakness? Â  Answer Question
27 Dec 2011,"Anonymous Employee in Washington, DC (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"The process took 2+ months. I interviewed at Fannie Mae (Washington, DC (US)) in December 2011.",Application,How would I convince someone that my idea was better than theirs. Â  Answer Question
29 Dec 2012,"Anonymous Interview Candidate in Herndon, VA (US)",Administrative Assistant,No Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at Fannie Mae (Herndon, VA (US)) in December 2011.",Application,Do I like to cpsocialize with staff? Â  1 Answer
25 Jan 2012,"Anonymous Employee in Reston, VA (US)",Business Analyst IV,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Fannie Mae (Reston, VA (US)) in December 2011.",Application,"Describe your past experience about Accounting, Business Analysis and more technical questions about the position and its responsibilities Â  Answer Question"
9 Dec 2011,"Anonymous Interview Candidate in Washington, DC (US)",Operations Analyst,No Offer,Negative Experience,Average Interview,"I applied through college or university. The process took 2+ months. I interviewed at Fannie Mae (Washington, DC (US)) in November 2011.",Application,Explain a time where you had to correct a professor during a group project/class Â  Answer Question
2 May 2013,"Anonymous Employee in Washington, DC (US)",Financial Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in November 2011.",Application,"mostly fit questions (i.e. why do you want to work at Fannie? strengths/weaknesses, etc). a few interviews asked how much i knew about the securitization process, but the aim was to educate rather than test my knowledge.

also, the typical ""walk me through your resume."" Â  Answer Question"
17 Nov 2011,"Anonymous Interview Candidate in Herndon, VA (US)",Senior Project Manager,No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 2 days. I interviewed at Fannie Mae (Herndon, VA (US)) in October 2011.",Application,describe HAMP Â  1 Answer
30 Oct 2013,"Anonymous Interview Candidate in Herndon, VA (US)",QA Tester Lead,No Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at Fannie Mae (Herndon, VA (US)) in September 2011.",Application,I didn't faced any kind of difficult experience. Â  Answer Question
13 Sep 2011,"Anonymous Employee in Washington, DC (US)",Senior Project Manager,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 1+ week. I interviewed at Fannie Mae (Washington, DC (US)) in August 2011.",Application,"Take a sample report dashboard, and pretend to present it to sr management. Â  1 Answer"
2 Jul 2015,"Anonymous Employee in Washington, DC (US)",General Accountant,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Fannie Mae (Washington, DC (US)) in August 2011.",Application,Why Fannie Mae? Â  Answer Question
18 Nov 2013,"Anonymous Employee in Dallas, TX (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2+ months. I interviewed at Fannie Mae (Dallas, TX (US)) in July 2011.",Application,"Actually, there were no difficult or unexpected questions. The hiring process was much like other Fortune 500 companies. Perhaps a little slower. Â  Answer Question"
1 May 2014,"Anonymous Employee in Herndon, VA (US)",Architect IV,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in July 2011.",Application,asked about mortgage process that was very specific to secondary mortgage industry. i only knew answer because i came from Freddie Mac Â  Answer Question
1 Dec 2015,"Anonymous Employee in Phila, PA (US)",Project Analyst II,Accepted Offer,Positive Experience,Average Interview,"I applied through a staffing agency. The process took 2+ weeks. I interviewed at Fannie Mae (Phila, PA (US)) in June 2011.",Application,Where do you see yourself in 5 years Â  Answer Question
29 Jul 2015,"Anonymous Employee in Washington, DC (US)",Senior Project Manager,Accepted Offer,Positive Experience,Difficult Interview,"I applied in-person. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in May 2011.",Application,"Behavior style questions, such as &amp;amp;#034;how did you handle a difficult situation?&amp;amp;#034; Â  Answer Question"
12 Nov 2011,"Anonymous Employee in Washington, DC (US)",Financial Engineer,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in May 2011.",Application,how to evaluate a real estate property Â  2 Answers
3 Jan 2013,"Anonymous Employee in Herndon, VA (US)",QA Tester,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2 days. I interviewed at Fannie Mae (Herndon, VA (US)) in April 2011.",Application,How do you stop the a particular process in unix Â  1 Answer
15 Apr 2011,"Anonymous Employee in Herndon, VA (US)",Securities Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Fannie Mae (Herndon, VA (US)) in March 2011.",Application,"Fannie Mae has been going through a lot of turmoil recently, why are you interested in joining at this time? Â  2 Answers"
14 Feb 2011,"Anonymous Interview Candidate in Washington, DC (US)",Project Analyst,No Offer,Positive Experience,Difficult Interview,"The process took 5 days. I interviewed at Fannie Mae (Washington, DC (US)) in February 2011.",Application,What are your strengths? Weaknesses? Â  Answer Question
24 Feb 2014,"Anonymous Employee in Dallas, TX (US)",Fraud Investigator III,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 1 day. I interviewed at Fannie Mae (Dallas, TX (US)) in February 2011.",Application,None as was aware of each interviewers. Â  Answer Question
28 Mar 2014,"Anonymous Employee in Herndon, VA (US)",QA Tester,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in January 2011.",Application,How would you deal with a disagreeing colleague Â  Answer Question
6 Nov 2015,"Anonymous Employee in Dallas, TX (US)",Project Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Fannie Mae (Dallas, TX (US)) in January 2011.",Application,What kind of opportunity are you looking for? Â  Answer Question
24 Jan 2012,"Anonymous Employee in Washington, DC (US)",MBA Intern,Accepted Offer,Positive Experience,Difficult Interview,"I applied through college or university. The process took a week. I interviewed at Fannie Mae (Washington, DC (US)) in December 2010.",Application,What are you not good at? What do you hate doing? Â  Answer Question
10 Sep 2014,"Anonymous Employee in Herndon, VA (US)",Senior Software Engineer,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 4 weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in December 2010.",Application,"Nothing really, very straight forward. They asked me about specific software packages and if I had knowledge of them and if not was I interested in learning about them. Â  1 Answer"
22 Jun 2011,"Anonymous Interview Candidate in Herndon, VA (US)",Finance Associate,No Offer,Positive Experience,Easy Interview,"The process took 1 day. I interviewed at Fannie Mae (Herndon, VA (US)) in December 2010.",Application,Describe a time you worked on multiple projects. Â  Answer Question
25 May 2011,"Anonymous Interview Candidate in Washington, DC (US)",Operations,No Offer,Neutral Experience,Easy Interview,"The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in October 2010.",Application,"With all you hear of Fannie in the news, where do you see the company heading? Â  Answer Question"
11 Oct 2013,"Anonymous Employee in Washington, DC (US)",Finance Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in August 2010.",Application,None were technical. Other full time positions can be very technical depending on the nature of the job. Â  Answer Question
23 Apr 2014,Anonymous Employee,Director of Accounting,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Fannie Mae in August 2010.,Application,
6 Sep 2010,"Anonymous Employee in Washington, DC (US)",Financial Analyst,Accepted Offer,Neutral Experience,Easy Interview,"The process took 2 days. I interviewed at Fannie Mae (Washington, DC (US)) in August 2010.",Application,Walk me through your resume? Â  Answer Question
31 Jul 2010,"Anonymous Employee in Washington, DC (US)",Project Manager,Accepted Offer,Positive Experience,Average Interview,"I applied through a staffing agency. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in July 2010.",Application,What was most challenging aspect of your previous role? Â  Answer Question
12 Sep 2010,"Anonymous Employee in Washington, DC (US)",Consultant,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in June 2010.",Application,how many gas station in the u.s. Â  Answer Question
1 Apr 2012,"Anonymous Employee in Dallas, TX (US)",Project Manager,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Fannie Mae (Dallas, TX (US)) in May 2010.",Application,Tell me about yourself? Â  Answer Question
18 May 2010,"Anonymous Interview Candidate in Washington, DC (US)",Business Analyst IV,No Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in May 2010.",Application,How do you use the Software Development Life Cycle in your job Â  Answer Question
15 Nov 2013,"Anonymous Employee in Washington, DC (US)",Call Center Representative,Accepted Offer,Average Interview,,"I applied through a recruiter. I interviewed at Fannie Mae (Washington, DC (US)) in April 2010.",Application,Questions were difficult more job related. Â  Answer Question
3 Feb 2011,"Anonymous Employee in Washington, DC (US)",Accounting Specialist II,Accepted Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in March 2010.",Application,Tell me about your experiences with consolidation accounting. Â  Answer Question
16 Jan 2012,"Anonymous Interview Candidate in Washington, DC (US)",Financial Analyst,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 4 days. I interviewed at Fannie Mae (Washington, DC (US)) in March 2010.",Application,What is the most important thing you have learned in your schooling about finance? Â  Answer Question
29 Oct 2014,Anonymous Employee,Credit Specialist,Accepted Offer,Positive Experience,Easy Interview,I applied through a recruiter. I interviewed at Fannie Mae in March 2010.,Application,"None - I am always ready for what others find difficult or unexpected. It should be a part of every job-seekers work to anticipate difficult or unexpected questions, and to be prepared. Â  Answer Question"
22 Apr 2010,"Anonymous Interview Candidate in Reston, VA (US)",Operations Risk Manager,No Offer,Negative Experience,Difficult Interview,"The process took 3 weeks. I interviewed at Fannie Mae (Reston, VA (US)) in February 2010.",Application,Describe a difficult work task that you handled and how did you handle it. Â  Answer Question
27 Aug 2010,"Anonymous Employee in Washington, DC (US)",Business Analyst II,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at Fannie Mae (Washington, DC (US)) in February 2010.",Application,"If you had to plan to supply all of the gas stations in the United States, how would you go about doing it? Â  Answer Question"
18 Dec 2013,"Anonymous Employee in Washington, DC (US)",Compliance & Ethics IV,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Fannie Mae (Washington, DC (US)) in February 2010.",Application,Basic situational questions. Describe a project you managed to completion and how you managed the project. Name a time when you made a professional judgement and were right (or wrong). Describe a time when you had difficulty working with someone or had a conflict and how you resolved the issue. Â  Answer Question
13 Oct 2010,"Anonymous Employee in Washington, DC (US)",Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in February 2010.",Application,Tell me what you would use SAS for. Â  Answer Question
24 Mar 2010,"Anonymous Employee in Washington, DC (US)",Financial Engineer,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 days. I interviewed at Fannie Mae (Washington, DC (US)) in January 2010.",Application,derive black scholes Â  Answer Question
3 Nov 2013,"Anonymous Employee in Addison, TX (US)",Associate,Accepted Offer,Positive Experience,Difficult Interview,"I applied through a staffing agency. The process took a week. I interviewed at Fannie Mae (Addison, TX (US)) in January 2010.",Application,"Unfortunately, I do not recall most difficult question. Â  1 Answer"
11 Nov 2014,Anonymous Employee,IT Manager,Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 2+ weeks. I interviewed at Fannie Mae in January 2010.,Application,How would you motivate your team. Â  1 Answer
22 Nov 2009,"Anonymous Interview Candidate in Washington, DC (US)",Finance Associate,Declined Offer,Positive Experience,Average Interview,"The process took 4+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in November 2009.",Application,Walk me down your resume Â  Answer Question
1 Nov 2009,"Anonymous Interview Candidate in Washington, DC (US)",Financial Analyst,No Offer,Negative Experience,Difficult Interview,"The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in October 2009.",Application,"""Oh I see you're a Foreign Affairs Major, what class are you taking that you really like"" Â  Answer Question"
13 May 2010,"Anonymous Employee in Dallas, TX (US)",Recruiter,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took a week. I interviewed at Fannie Mae (Dallas, TX (US)) in August 2009.",Application,What is your opinion of Fannie Mae's involvement in the housing crisis? Â  Answer Question
13 Jul 2013,"Anonymous Employee in Rockford, IL (US)",Review Appraiser Valuation,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Fannie Mae (Rockford, IL (US)) in August 2009.",Application,Explain my recent experience. This was a difficult because I was laid off 2 years prior at the time and had not been working in my profession due to lack of work in my area (IL). I had kept up on required continuing education however. So I had to relate my qualifications and introduce myself as technically qualified and tell her why she should hire me! Â  1â¦Â  AnswerShow More
20 Sep 2009,"Anonymous Interview Candidate in Reston, VA (US)",IT Analyst,No Offer,Positive Experience,Average Interview,"The process took 3 weeks. I interviewed at Fannie Mae (Reston, VA (US)) in August 2009.",Application,Strengths and weakness Â  Answer Question
28 Aug 2009,Anonymous Interview Candidate,Senior Developer,No Offer,Neutral Experience,Average Interview,The process took 2 days. I interviewed at Fannie Mae in August 2009.,Application,can you describe a situation where you worked on x.y.z technology and how you implemented a design using a.b.c Â  Answer Question
20 Aug 2009,"Anonymous Employee in Urbana, MD (US)",Senior QA Analyst,Accepted Offer,Positive Experience,Average Interview,"The process took 1+ week. I interviewed at Fannie Mae (Urbana, MD (US)) in June 2009.",Application,Nothing Â  Answer Question
14 Sep 2011,"Anonymous Employee in Washington, DC (US)",Senior Manager,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Fannie Mae (Washington, DC (US)) in April 2009.",Application,What are your stengths ? Â  Answer Question
5 Jun 2011,"Anonymous Employee in Washington, DC (US)",Senior Auditor,Accepted Offer,Neutral Experience,Average Interview,"I applied through an employee referral. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in January 2009.",Application,behavioral questions Â  1 Answer
28 Oct 2010,"Anonymous Employee in Herndon, VA (US)",Business Analyst,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Fannie Mae (Herndon, VA (US)) in August 2008.",Application,Describe any risks you have taken? Â  Answer Question
31 Aug 2010,"Anonymous Interview Candidate in Reston, VA (US)",Senior Software Engineer,Declined Offer,Neutral Experience,Average Interview,"The process took 2+ weeks. I interviewed at Fannie Mae (Reston, VA (US)) in May 2008.",Application,Describe the components involved in the processing of one web request. Â  Answer Question
29 Dec 2010,"Anonymous Employee in Dallas, TX (US)",Asset Manager,Accepted Offer,Neutral Experience,Difficult Interview,"I applied in-person. The process took 2+ months. I interviewed at Fannie Mae (Dallas, TX (US)) in April 2008.",Application,
8 Dec 2009,"Anonymous Employee in Washington, DC (US)",Senior Developer,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in March 2007.",Application,Describe and whiteboard the design of your most recent significant piece of work. Â  Answer Question
21 Mar 2019,Anonymous Interview Candidate in Lahug (Philippines),Customer Service Representative,No Offer,Positive Experience,Easy Interview,I applied online. The process took 2 days. I interviewed at Fannie Mae (Lahug (Philippines)).,Application,Final interview: what can you say about social media? Bad or good? Â  1 Answer
13 May 2019,"Anonymous Employee in Fortaleza, CearÃ¡ (Brazil)",Various,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2+ months. I interviewed at Fannie Mae (Fortaleza, CearÃ¡ (Brazil)) in March 2019.",Application,Behavioral questions Â  2 Answers
7 Jan 2018,Anonymous Interview Candidate,Intern,Declined Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae.,Application,"Fundamental terminal commands, programs, etc
Data structures / basic software engineering Â  Answer Question"
23 Sep 2015,Anonymous Interview Candidate in Campus (Nepal),Summer,Declined Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Fannie Mae (Campus (Nepal)) in September 2015.,Application,What's your biggest failure? Â  Answer Question
18 Nov 2012,Anonymous Interview Candidate,Finance Associate,No Offer,Neutral Experience,Easy Interview,I applied through college or university. I interviewed at Fannie Mae.,Application,Describe a time where you ... Â  Answer Question
13 Nov 2012,Anonymous Interview Candidate,Operations and Technology Program,Declined Offer,,,I applied through college or university. I interviewed at Fannie Mae.,Application,Why do you want to work for Fannie Mae? Â  Answer Question
1 Nov 2012,Anonymous Interview Candidate,Economist II,No Offer,,,"1--Recruiter contact
2--Hiring manager phone interview
3--Submit paper and give presentation",Application,From the sample of loans at origination a subsample request and receive help for loan modification. We only have income data on those that qualify for the modification but don't know income values for those that didn't apply or those that applied but didn't qualify. How do we determine full sample of who is eligible to receive when we can't see the income for everyone? Â  1 Answer
26 Nov 2012,Anonymous Employee,Finance Associate,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 4 weeks. I interviewed at Fannie Mae in November 2012.,Application,Explain loan-to-value Â  Answer Question
23 Oct 2012,Anonymous Interview Candidate,Finance Associate,No Offer,Easy Interview,,I applied through college or university. The process took 4+ weeks. I interviewed at Fannie Mae.,Application,What does Fannie Mae do? Â  1 Answer
20 Sep 2012,Anonymous Employee,Internal Auditor,Accepted Offer,,,I applied online. The process took 4 weeks. I interviewed at Fannie Mae.,Application,What is the hardest audit issue you encountered? Â  Answer Question
6 Jul 2012,Anonymous Employee,Technology,Accepted Offer,Positive Experience,Average Interview,The process took a week. I interviewed at Fannie Mae in January 2012.,Application,Tell me about yourself and why you are a good fit for this position? Â  Answer Question
8 Jul 2012,Anonymous Employee,Review Appraiser,Accepted Offer,Neutral Experience,Easy Interview,I applied through a recruiter. The process took 1 day. I interviewed at Fannie Mae in August 2011.,Application,None were difficult. This was a simple and short phone interview. Â  Answer Question
