Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
"Oct 13, 2014",Anonymous Employee,Outlet Operations Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at The Zappos Family.,"Very cool process. The company gets to know personally and professionally taking the non-traditional approach. You're welcomed to be yourself, which lows the tension and nervousness during the interview.",Favorite Sweets Â  Answer Question
"Sep 1, 2014","Anonymous Interview Candidate in Las Vegas, NV",Management Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 5+ months. I interviewed at The Zappos Family (Las Vegas, NV).","My interview process was around 5 months long, and I engaged in about 5 interviews during this period. All of them went well until the last one, when the person I was speaking with on the telephone seemed to be walking somewhere during the entire interview. She seemed out of breath during most of the call and was totally not engaged in our discussion. A few times, she actually asked me to hold on so she could speak with someone else that was in her presence. In general, it was an interesting experience, and all those I dealt with were very nice and respectful, except for the last person, who clearly had better things to do than interview me. Given the amount of time I spent on the entire process, and that I had progressively advanced to the next step with each interview, to be treated the way I was in the final interview was completely unprofessional and disrespectful at best. Like I said though, all my prior interviewers were wonderful, so keep that in mind when you read about my experience. If you can manage to avoid that one person (and any others like her), it seemed like a good company and an alright opportunity if Vegas is where you want to be.",One of my interviewers (the bad one) asked about my family and implied that Vegas probably isn't a good option for me. It was a bit shocking. Â  Answer Question
"Aug 28, 2014",Anonymous Employee,Marketing Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at The Zappos Family.,"Applied online, got an email scheduling a Skype interview with me the following week. The Skype interview was with HR, and it went really well. It was basic stuff asking me about my education, knowledge of the particular position's skills, etc. I was then told that they wanted me to speak to two members of the Marketing department. I spoke with them later that week. It was very relaxed and comfortable for me. We discussed the position, Las Vegas, team building, etc. The seemed very impressed with my knowledge of Zappos culture, so study up!",- What Core Value do you relate to the most? Â  Answer Question
"Sep 16, 2014",Anonymous Interview Candidate,Product Analyst Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at The Zappos Family in September 2014.,"Multiple phone interviews with recruiter and department managers as well as an ""exercise"" supposedly designed to determine your quality of work as a product manager. If you pass the ""exercise,"" the next step is an all day in person interview.","The ""exercise"" was about entering a market, not about analyzing products and system processes. They expected market research rather than system analysis. This is atypical of what's expected of a tech product manager. Â  Answer Question"
"Jul 22, 2015","Anonymous Employee in Las Vegas, NV",Customer Loyalty Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a staffing agency. The process took 4+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in September 2014.",I was hired through a temp agency however I did have to go through a 3 step interview process. After meeting and interviewing with the agency they sent me to Zappos where we did a speed interview. Similar to speed dating. It was fun and helped to ease the nervousness of normal interviews.,"One question was ""who is your favorite superhero?"" Â  1 Answer"
"Oct 5, 2014",Anonymous Interview Candidate,Quality Assurance Website Team Lead Interview,No Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at The Zappos Family in September 2014.,I applied online through Zappos Website.Recruiter contacted me and scheduled for Telephonic Interview.Technical recruiter called and discussed about the job and my experiences mentioned in the resume.I was informed that my resume will be recommended for the next level of technical interview.One week later i got email telling i am not considered further .,All are generic and basic questions Â  Answer Question
"Aug 15, 2014","Anonymous Employee in Las Vegas, NV",CLT Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1+ week. I interviewed at The Zappos Family (Las Vegas, NV).","I applied for the CLT position right before Zappos changed their hiring practices. A friend of a friend sent me a text to tell me the link was up, and I applied online as quickly as possible. The link was gone 30 minutes after I heard about it! Within a few days I got an e-mail informing me that the first step in the process was for me to take two different online assessments. One was a typing test. I think you only had to be able to type 20 wpm. The second test was a grammar assessment. Both were simple and straight forward. The day after I'd taken the tests I got another e-mail letting me know I'd passed. The next step was a face to face interview! I interviewed with two different ladies. One did the ""Culture"" interview and the other did the ""Technical"" interview. My culture interview was a normal kind of job interview with a few ""Zappos"" type of questions. That lasted about 45 minutes. I wold definitely say remember to do your homework on the company before you go! Then it was on to the technical interview. That took place in a small room with a computer. She would give me scenarios and then watch as I used the Zappos website (or google) to find what the customer was looking for. It seemed like they were just checking to make sure you had a general understanding of how to work the internet! :) She also asked me some ""What would you do"" type of questions related to helping an escalated customer call. (Like a family going on vacation who didn't get their new shoes in time). I have a few friends. Then my interview was over and I was told they would be deciding within the week. I left the interview and went to a movie. When I got out I had an e-mail telling me I'd made it to the next step. The position was mine as long as I passed their employment verification and background checks. That process took about one week. After that I got a call officially offering me the position!","Knowing what you know about Zappos Core Values, if you had to help me plan a fun themed event, what kind of event would it be?

In your previous jobs name a situation where you had an idea that was not well received by your fellow employees. Â  Answer Question"
"Sep 14, 2014","Anonymous Employee in Las Vegas, NV",CLT Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in August 2014.","After I created my account through the Zappos Insiders site, I was eventually contacted by my recruiter and from there it was actually pretty fluid and quick. Anytime I sent and email to my recruiter she generally responded really fast, which was a pleasant surprise compared to other jobs. From there, I was given the links to my skills test as well as me creating a video interview.

The video interview itself wasn't intimidating, there is a time limit and no chance on 'do-overs' but the point is more about creativity and being yourself versus a rehearsal. There was also the typing test which eventually led to me being sent the last few parts of the process which also included writing a letter to Tony on why you believed you should be hired. Personally, I adored their application questions and getting the chance to write out answers like 'My favorite Superhero and why?'-- overall I enjoyed each step.

Once I'd submitted everything and moved through each point, I had my in-person interview which included another skills test with the computer. I had never been to Zappos' HQ before and I was honestly very astonished with how friendly everyone was. I've worked at alot of huge employee filled placed, but non that had that warmth behind the greetings. Heck, even the other guy that was there for an interview at the same time as me was very friendly (Me and him both actually were taken on and we're in the same training class now, giving me a friend/coworker right off the bat.)

The interview was amazing, my recruiter was a joy to meet in person and not only did I address your average Interview questions, but we talked and joked around. It was more like having a talk with a new friend getting to know them than it was an actual interview. We were having such a good time we didn't realize how much we'd been running over before I was suppose to switch to the other employee who was doing the skills portion.

Next up, you interview with another person where you sit at the computer and take on mock call situations while navigating Zappos. It was the first I'd ever actually been put in that situation, but it was actually really cool to see them interested in gauging a person's ability and desire to empathize, navigate, and also accommodate the customer. After everything was said and done, I felt really good about it all and in all honest I had never had so much fun on an interview.

It only took a couple days before I heard back, the last parts being the need to run my background check. That all went smoothly and I was given my offer.

All and all, it was an awesome experience and I only wish more places tackled their recruiting process like Zappos.","If I was going to hold a parade, what would the theme be and why? Â  Answer Question"
"Aug 12, 2014",Anonymous Employee,Merchandising Assistant Interview,Accepted Offer,Positive Experience,Difficult Interview,"Extensive. Application, video cover letter, Merchandising challenge, online interview, flew out to company to interview with specific teams (it varied, but I had 5) and a culture interview with HR.",,If you stuck on an island and you had to pick two items to have with you... Â  1 Answer
"Aug 5, 2014",Anonymous Interview Candidate,Marketing Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at The Zappos Family.,"I applied to the job. A few days later, I was contacted and asked to fill out some more questions (think resume) and then some fun ""personality"" questions, like what would your life theme song be and who is your favorite super hero. After I passed that, I had to do an Excel challenge that was quite easy. Passed that. Had my technical interview - it didn't go that well. The interviewer wasn't good - she barely had anything to say and really didn't seem to be paying attention or care at all about what I had to say. Was denied two days later. The sad thing is, I had all the qualifications and it's an entry-level position, but I was told people were more qualified - well of course there are better qualified applicants. There always are. Sad I never even got the chance for the culture interview because skills can be learned - personality can't be changed.",Do you have experience with ____? Â  1 Answer
"Aug 5, 2014","Anonymous Employee in Las Vegas, NV",Assistant Buyer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through other source. The process took 4+ months. I interviewed at The Zappos Family (Las Vegas, NV).","Emphasis is on cultural fit so please be yourself as they value individuality. Overall interview process took 4 months with an online interview, video interview, several phone interviews and an onsite interview. Interviewers were polite, spunky and asked a lot of questions that revolve around technical experience as well as your work style. Best advice is to be prepared and be yourself.",Pick three people you want to have lunch with and why Â  Answer Question
"Sep 8, 2014","Anonymous Employee in Las Vegas, NV",Customer Loyalty Team Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at The Zappos Family (Las Vegas, NV) in August 2014.","I applied through a link posted to Facebook by a current employee. Initial application was somewhat lengthy and done online. It contained some off the wall questions - what would your theme song be, which superhero would you be. It gave you an idea of the feel of the company. Next was an automated online skills test and interview. After that I was called into the office for a face to face interview. Easily the most laid back, least anxiety producing interview ever. The 45 minute interview flew by and it felt just like having a chat with a friend. This is the 'culture' interview to make sure you are a good fit with the company. After that there was a quick 'technical' interview where I was asked to navigate the Zappos website and find information as well as finding info off the website. I got a call no more than a half hour after leaving the interview with the job offer.",What is something weird that makes you happy? Â  Answer Question
"Sep 16, 2014",Anonymous Interview Candidate,Display Traffice Coordinator Interview,No Offer,Easy Interview,,I applied online. The process took 3 weeks. I interviewed at The Zappos Family in August 2014.,"Had an excel test, video interview, cultural interview, technical interview, and on-site interview. The interviews were very different than any of my other job interviews. The on-site interviews lasted from 9am-3pm. I had interviewed with a total of 10 people that day. Everyone was very welcoming and didn't make it seem like I was being interviewed all day.",What was a question that you were hoping someone would ask you? Â  Answer Question
"Jul 10, 2014",Anonymous Employee,Customer Loyalty Team Member Interview,Accepted Offer,Difficult Interview,,I applied online. I interviewed at The Zappos Family.,"I signed up on the zappos website to be an ""insider"" and right away was contacted to come to a nice cream social at the zappos hq. I posted my resume and a video cover letter on the website and went to the party to network a bit. Within a week I had received 3 emails regarding positions that they were filling and process of interviews. I did a virtual interview, a skills test, grammar test, and typing test from home. I got an email the next morning to schedule an interview. I had 2 in person interviews. One with an hr rep, one with a clt recruiter / hiring mgr. I did a mock order and answered questions about my background and work history in the first, and answered creative culture based questions in the second. All in all it was a fun process and they respond quickly. I would 100% do it again and would encourage anyone to apply.","If you could organize a parade, what would the them be? Â  Answer Question"
"Jul 6, 2014",Anonymous Employee,Merchandising Assistant Interview,Accepted Offer,Positive Experience,,I applied online. The process took 2+ months. I interviewed at The Zappos Family.,"I applied online and submitted my resumÃ©, a virtual interview, a video cover letter, as well as an online Sumo challenge. After reviewing my application, I moved on to the next round, where Zappos flew out the candidates to Las Vegas to interview for two days. The first day was spent doing activities and meeting Zappos employees and the second day was interview day. You could interview with one or more teams, in addition to having a culture interview, so a total of two or more interviews. After interviewing, Zappos flew us back home. About a week and a half later, we heard back if we had received an offer. The whole process was awesome and really on-par with the Zappos culture. Zappos really wants to make sure their employees and interns are culture fits, while still have the work hard, play hard mentality. If you're looking for a stiff, corporate atmosphere in a cubicle setting, Zappos isn't the place for you (but who really wants that?). Overall, it was a great experience!",What two things would you bring if you were on a deserted island? Â  Answer Question
"Sep 11, 2014","Anonymous Employee in Las Vegas, NV",CLT Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in July 2014.","The hiring process is definitely out of the norm. That's good! They WANT to see who you are outside of your practiced routine of interview answers! They had me fill out an Insider profile, fill out an application, take a small test, submit a video interview and finally have an in person interview. Don't put on a suit. Don't wear a tie. Consider a 1:1 interview more of a personality test with a couple of typical interview questions.","What is something that no matter how often you see it, it makes you happy? Â  1 Answer"
"Aug 26, 2014","Anonymous Interview Candidate in Las Vegas, NV",Junior Visual Designer Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Las Vegas, NV) in July 2014.","Went through two online applications before being asked for a phone interview. After the phone interview I heard back about a week later that they wanted me to come in and meet the team. Both HR Insiders I talked to were really helpful and responded pretty dang fast if I had a question.

Being a Las Vegas local, I got to their offices on my own. Their front desk staff is very welcoming and their campus is pretty awesome. The whole day was pretty cool being able to meet the team. You go through quite the wringer of interviews and conversations. One employee clearly didn't want to be a part of the interview process, but the rest were really informative and chill.","If you or someone else wrote a biography of your life, what would the title be? Â  1 Answer"
"May 29, 2014",Anonymous Employee,Marketing Interview,Accepted Offer,,,"Be honest and be yourself. No BS! Zappos hires based on core values so you cant or shouldnt prepare for that. If the whole team is interviewing you thats a good sign, but they will all have to like you and think you will fit on the team. Honestly. its a win win. Most candidates arent a fit but if you are someone that wants to work there and they want to hire you, they will.. If you dont get the job you probably wouldnthave been a fit for the role and the team. Keep trying.",,If you were a superhero what would you be? Â  Answer Question
"May 18, 2014","Anonymous Employee in Las Vegas, NV",Finance Interview,Accepted Offer,Negative Experience,Difficult Interview,"I applied through a recruiter. I interviewed at The Zappos Family (Las Vegas, NV).","Hr interview is 100% culture focused. It is a very important part of the entire interview process. Without passing the culture interview, no matter how strong you are technically, you won't get the job.",Which superhero do you want to be? Â  1 Answer
"May 29, 2014",Anonymous Interview Candidate,Customer Loyalty Representative Interview,No Offer,Neutral Experience,Easy Interview,I applied through an employee referral. The process took 5 days. I interviewed at The Zappos Family in May 2014.,"At first the interview processed seemed different and fun, very much focused on culture. You actually take a few easy tests and then they uniquely ask you to self interview on cam answering five questions. They seemed to seriously consider me as a candidate being that I was a referral of someone else already employed there. However, I am out of state, and oddly enough for a company ahead of the curve such as Zappos, they were not open to an online Skype interview to make up for the long distance. Unable to fly down to interview, they immediately closed off my application abruptly. It was a bit odd being that they use quite a bit of technology in the hiring process, and make you ""CAM"" interview yourself, its a little hard to believe that an out of state Skype interview would be out of the question.",No real difficult or unexpected questions. Â  Answer Question
"Jun 9, 2014",Anonymous Interview Candidate,Assistant Buyer Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at The Zappos Family in May 2014.,"The hiring process was extremely pleasant with great communication through the entire process. After my initial application, I had to complete a detailed formal application, webcam interview and then a cultural fit phone interview. You can check the site to see your progress. You really need to do your homework as they question you on their core values. I felt the interviews went well so I'm not really sure why I didn't make it past the cultural fit interview. I wish they would have told me why rather than just that the other candidates were a stronger match.","If you were a superhero, who would you be and why? If you could have lunch with 2 famous people, current or past, who would it be and why? Â  1 Answer"
"Apr 17, 2014",Anonymous Interview Candidate,Software Engineering College Intern Interview,No Offer,Positive Experience,,I applied online. I interviewed at The Zappos Family.,"The first round was programming challenge and online interview. The online interview had behavioral and few technical questions. Programming challenge was good. I enjoyed it.
I was selected for the second round for which I was supposed to visit there HQ for two days but I couldn't because I had an exam. So, instead skype interview was scheduled. It was with the development manager and he was nice and very friendly. He asked both behavioral and technical questions. Some programming questions also.
I'm waiting for the response.",I think all the questions were pretty straight forward. If you have good knowledge of the language you choose then you will be okay. Â  Answer Question
"Apr 10, 2014","Anonymous Interview Candidate in Las Vegas, NV",Buyer Interview,Declined Offer,Negative Experience,Average Interview,"I applied online. The process took 5+ months. I interviewed at The Zappos Family (Las Vegas, NV).","I had three phone interviews and then was flown out to Vegas. The trip has 2 layovers coming from the east coast- they donât want to spend the money for a direct flight. The interview process was straight forward, met with lots of team members. They contacted me right away to offer me a DIFFERENT position than what I interviewed for at significantly less money. I was not pleased. I would not have wasted my time flying 10 hours each way for such a paltry offer (lower than I was previously told!), considering the amount of experience I bring to the table- it is buying, not cardiac surgery.",No difficult questions... Â  Answer Question
"Apr 16, 2014",Anonymous Interview Candidate,Process Manager Interview,No Offer,,,I applied through an employee referral. The process took 3 weeks. I interviewed at The Zappos Family.,The interview process was not difficult. There were some unique questions and it was very laid back. Mostly situational questions and a few problem solving questions. There were 3 interviewers total and each asked a series of questions in sequential order. There was a big emphasis on company culture and workplace culture.,If you could be a super hero what would you be and why? Â  Answer Question
"Apr 5, 2014",Anonymous Employee,Customer Loyalty Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. The process took 4+ weeks. I interviewed at The Zappos Family.,"The interview process may have changed since I interviewed. It's very informal. You may be asked questions that have absolutely nothing to do with retail or the job you're applying for. Be humble, do not try to sell yourself as if you are just the best customer service rep ever. Just be honest and bubbly.","You could be asked, what your theme song would be. You could also be asked, what super hero you would be. And why. Â  Answer Question"
"Jun 27, 2014",Anonymous Employee,SAP ABAP/Java Developer Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at The Zappos Family in April 2014.,"The overall process took two months. It consisted of submission of a written resume online, phone interview, virtual interview, technical phone interview, and last but not least a trip to the campus to hang out and be interview by my team. They have since changed the hiring process slightly. Everyone was very nice and friendly during the interview. One word of advice I can give to anyone applying for a job at Zappos is be yourself! Let your personality and passion for your craft do the talking and you'll be just fine!","If you could have lunch with anyone dead or alive, who would it be and why? Â  Answer Question"
"Feb 17, 2015","Anonymous Interview Candidate in Las Vegas, NV",Software Engineer Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in April 2014.","I submitted a resume through their website. They emailed me a coding challenge, and I emailed them back some Java code that successfully performed some interactions with the Zappos API.

I passed the challenge, so I moved on to a phone interview with a lady in HR. She asked me a bunch of personality questions. If you research Zappos culture you'll know how to easily answer these. :-) Definitely make the impression that you're fun and would enjoy socializing with your co-workers after-hours. She also asked my salary expectations, so don't let that question catch you by surprise.

A few days later I had a phone interview with a guy in Engineering. We did another online coding challenge, in Java again. He expected me to solve a string parsing question in a certain way, but I over-analyzed it and bombed the question. In retrospect, if I was just a little more familiar with all of the basic String functions in Java, I might have made it further through the interview process. My bad! Lesson learned: Master the fundamentals! :-)",Search for a character in a string and split the string based on the character. Â  1 Answer
"Mar 27, 2014",Anonymous Interview Candidate,Merchandising Assistant Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took a week. I interviewed at The Zappos Family.,"The interview process was simple until it came to the video interview. The initial interview where they asked questions on paper were a bit misleading at first as they didn't have much to do with the job, but the web interview was very on point. However, I received an email a week after I had submitted my video (and received confirmation that my video was received), saying that since I ""had not submitted"" my interview, I was removed from the pool of consideration. Even after I emailed several times inquiring as to where my interview might have gone, and offering to resubmit by the next morning (even though I got the email at 10 pm), I was not contacted again.",What is something weird that makes you happy? Â  Answer Question
"Mar 16, 2014",Anonymous Interview Candidate,Intern (Software Engineering) Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at The Zappos Family.,"Applied through their online job portal. First round ""interview"" was recording myself via webcam answering several ""culture"" and trivia programming questions. Other reviews have examples of their ridiculous personality questions. The programming questions covered Java. Example, ""What does the 'final' keyword do?"" This portion was not difficult at all. There were 3 chances to do the recordings, so if you were so inclined you could just waste the first one to see what the questions were and then prep/look up your answers.

I got an email to schedule a second skype interview about a week after submitting the first round. The interview was with two engineers. They asked me a few more ""culture questions (""If you had to plan a parade, what would be the theme?"") and one technical question.

Question:
You are given a list of strings. The first word's last three letters set a rhyme scheme. Count how many words in the list share that rhyme scheme.

A week later, I was contacted by the college recruiter to schedule a third interview. I learned I had passed the second round, but they had already filled the SE internship. She offered to submit my application for another position, but I was soon notified that I had been rejected.",
"Mar 12, 2014",Anonymous Interview Candidate,Pricing College Intern Interview,No Offer,Difficult Interview,,I applied online. I interviewed at The Zappos Family.,"Submitted application online and received an email back with a scenario given and asking to solve the problem, which asked you to give a pricing strategy for clearing the winter clothes inventory due to unexpected warm winter. You have two weeks to finish the problem. Also asked to do an interview online by recording your response to their questions. The deadline for the interview is the same as for the problem.","What are the two things you would bring if you were sent to a deserted island?
What would you do when you do not have the tools for the project you need to finish?
What did you do when somebody gave you negative feedback? Â  Answer Question"
"Mar 12, 2014",Anonymous Interview Candidate,Merchandising Assistant Intern Interview,No Offer,Negative Experience,Difficult Interview,I applied online. The process took 1+ week. I interviewed at The Zappos Family in March 2014.,"Applied online. I believe my process was a little different, I uploaded my resume only but did not complete the rest of the application process because my graduation date did not meet their requirements, therefore I thought that I had not applied for the position. Unexpectedly they sent me four personal e-mails in one day stating that they created a profile for me, were very interested, and told me I made it to the next round. The next step was to answer a three question challenge requiring detailed, written answers with visual graphs, sources and references. In addition to this you must complete a virtual interview that asks you 7 questions and records your answers to them.","(1) Tell us about yourself. (2)What two things would you bring with you on a deserted island and why? (3)Whats your favorite brand and why? (4)What is your favorite product/area to merchandise? (5)What do you think is most important for buyers to rely on when introducing a new item? Trend, Demand, etc. (there were 2 other options too) Â  1 Answer"
"Mar 3, 2014",Anonymous Interview Candidate,Merchandising Assistant Interview,No Offer,,,"Online application, 2 phone interviews, and a video interview",,What social event would you host for the merchandising team? Â  Answer Question
"Mar 2, 2014",Anonymous Interview Candidate,Project Manager Interview,No Offer,,,"Got one online interview and one project after two days of application, the approaching email clearly indicates the Zappos culture- humorous",,what are two things you want to have if you are on a desert? Â  Answer Question
"Aug 17, 2014",Anonymous Employee,Analyst Interview,Accepted Offer,Average Interview,,I applied online. I interviewed at The Zappos Family in March 2014.,"I applied online, then received an email to complete the video interview. The next stage was a culture fit phone interview with the recruiter. Next I had a phone interview with my potential manager. After that I skyped with two potential team members. Then I was asked to compete a skills test in excel. After all that they offered to fly me out to their headquarters in Las Vegas for an all-day interview (Zappos paid for all my transportation and lodging, it was so great)! While there I took a tour of the office, had another culture fit interview with another recruiter. I also had 2 other interviews with potential co-workers. Two people from my department took me out to lunch and gave me the scoop on what it is like to work there. I then had an interview with a colleague who held similar responsibilities to the role I was interviewing for. Then I met with my manager and the 2 team members I skyped with previously. It was a full, busy, magical day. A few days later I was asked for information to complete a background check, and after it cleared they made me a final offer.",You're shrunk to the size of a nickel and thrown in a blender. The blades are going to star spinning in 60 seconds. What do you do? Â  1 Answer
"Oct 12, 2014",Anonymous Interview Candidate,Buyer Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at The Zappos Family in March 2014.,Applied online and submit a powerpoint. Next round was a screen interview. Talked to the screen and answered the question shown on the screen. You could try start over if the first time was a mess. The questions were almost the same as other interviewer said.,Most questions were behavior based. Some were related to the position you applied. Â  Answer Question
"Sep 4, 2014","Anonymous Employee in Las Vegas, NV",User Experience Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at The Zappos Family (Las Vegas, NV) in March 2014.","The interview process mirrors Zappos itself - disorganized and chaotic with a lot of promise. There wasn't much coordination of the process/interview day and many of the interviews covered the same ground. Interview sessions that got into actual work were much more productive. The whole process is very long - ostensibly b/c they are ""really getting to know you"" but really just big gaps of no communication and a process clearly hindered by bureaucracy. However, many people who I met during the interview process transcended all that and confirmed Zappos was a place I wanted to work.",The most difficult questions were ones where the interviewer had a very specific answer in mind rather than seeking to understand the candidate's overall approach and thinking. Â  Answer Question
"Sep 4, 2014",Anonymous Interview Candidate,Merchandising Assistant Interview,No Offer,Negative Experience,Difficult Interview,I applied online. The process took a week. I interviewed at The Zappos Family in March 2014.,"Apply online, the recruiting team emails you and lets you know you have been selected for the second step which is the video interview, you have a few days to prepare, then you access the video review portal from a separate email link, the video interview is all electronic and there is no live interaction with another person, you are asked to answer about 8-10 questions, you can can practice a few times, then you are recorded and timed, submit your video recorded interview, wait for the recruiter to get back to you via email in a few days to let you know if you are selected or passed on.",Do you consider yourself to be a lucky person? Why or Why not? Â  Answer Question
"Jan 4, 2017","Anonymous Employee in New York, NY",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at The Zappos Family (New York, NY) in March 2014.",I had a phone interview then was called for another phone interview. After two phone interviews I was invited for an in-person interview. The in-person interview was about an hour long and was very relaxed. We talked about my skills how it related to the position and what I could bring to Zappos. Also the culture at Zappos is HUGE. You either fit in or you don't.,What is your favorite cuss word? Â  Answer Question
"Jul 27, 2015","Anonymous Employee in Las Vegas, NV",Android Engineer Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at The Zappos Family (Las Vegas, NV) in March 2014.",I applied for the position and heard back in about 2 weeks. I was given a challenge and had 1 week to complete it. It was to use the Zappos API to make an app and submit it. From there I had to do some video interview questions that were quite weird but I won't say what there are because that would spoil the fun,One question to for the Culture fit was: What is a question that we haven&amp;#039;t asked you and what is the answer? Â  Answer Question
"May 8, 2016","Anonymous Interview Candidate in Las Vegas, NV",Travel Team Supervisor Position Interview,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at The Zappos Family (Las Vegas, NV) in March 2014.","Shortly after applying online, I was sent an email for a virtual/video interview. The question are mostly behavior questions and the challenge is not very tough. This was followed by a phone interview with hiring manager.",Tell us about yourself. What 3 things would you bring with you on a deserted island. Â  Answer Question
"Mar 2, 2014",Anonymous Interview Candidate,Software Engineer Interview,No Offer,,,I applied online. I interviewed at The Zappos Family.,"1st call HR basic HR related questions
2nd call 24 hr coding test
3rd call Hiring manager interview
4th round - onsite technical interview",Onsite interview Â  Answer Question
"Apr 2, 2014","Anonymous Interview Candidate in Las Vegas, NV",Intern Interview,No Offer,Average Interview,,"I applied online. The process took 4 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in March 2014.",A Challenge and an video interview,challenge was pretty easy Â  Answer Question
"Feb 10, 2014",Anonymous Interview Candidate,Technology Project Manager Interview,No Offer,Average Interview,,I applied online. The process took 4 weeks. I interviewed at The Zappos Family in February 2014.,"I received an e-mail notification couple days after the application. The e-mail asked me to fill out a questionnaire as the second step. The questions were about my experience as a Technology Project Manager. After the submission of the questionnaire, I received another e-mail and was scheduled to have a phone interview with one of the Technical Recruiters. The interview was for them to see if you fit the culture of the company and to know more about where you came from. After the interview with the Technical Recruiter, I was told that I won't be advanced to the next step but I asked question during the interview and knew that there will be another phone interview with the manager of this position and a homework exercise about project management. After all these, there will be on-site interview.",What is your project management style and philosophy? Â  Answer Question
"Feb 24, 2014",Anonymous Interview Candidate,Merchandising Assistant Interview,No Offer,Positive Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at The Zappos Family in February 2014.,Video Interview,After going to thee site what was good and what was bad? Â  1 Answer
"Jan 24, 2014",Anonymous Interview Candidate,Business Development Intern Interview,No Offer,Average Interview,,Had a skype interview and then was asked to complete a project before moving on to the next round. It was a typical behavioral interview with a few questions relating to the company such as what types of advantages does having a headquarters in Vegas give a company. Interviewer and I had studied abroad in same city so that helped us connect.,,If you were given $500 to plan a company event what would it be and why? Â  Answer Question
