Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
3 Sep 2018,Anonymous Interview Candidate,Customer Service Representative,No Offer,Neutral Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Verizon in August 2018.,Application,How comfortable are you with a Mac vs Pc Â  Answer Question
14 Aug 2018,"Anonymous Interview Candidate in New York, NY (US)",HOME BASED SERVICE - Customer Care Professional,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at Verizon (New York, NY (US)) in August 2018.",Application,What are the latest 4 apps you recently downloaded Â  1 Answer
18 Sep 2018,"Anonymous Employee in Atlanta, GA (US)",Work From Home Customer Service Representative,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Atlanta, GA (US)) in August 2018.",Application,"Think of a time a customer took up too much time and would not get off the phone, while you had other customers to attend to. How did you handle it? Â  Answer Question"
27 Nov 2019,Anonymous Interview Candidate,Internship,No Offer,Positive Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at Verizon in August 2018.,Application,Why Verizon? Â  Answer Question
24 Jul 2018,"Anonymous Employee in Chandler, AZ (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1+ week. I interviewed at Verizon (Chandler, AZ (US)).",Application,Tell me about a time you had a frustrated customer and had to keep your composure. Â  Answer Question
15 Jul 2018,"Anonymous Interview Candidate in New York, NY (US)",Associate Creative Director,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Verizon (New York, NY (US)).",Application,Just talked about the new agency and how it worked within the overall Verizon corporate structure. Â  Answer Question
8 Aug 2018,"Anonymous Employee in Tampa, FL (US)",Customer Support Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Tampa, FL (US)) in July 2018.",Application,What is one way that I had to go outside of protocol without mgmt approval? Â  1 Answer
26 Aug 2018,"Anonymous Employee in Edison, NJ (US)",QA Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Verizon (Edison, NJ (US)) in July 2018.",Application,QA related questions and previous experience. Â  1 Answer
2 Jul 2018,"Anonymous Employee in Dallas, TX (US)",Work From Home Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Dallas, TX (US)).",Application,Tell me about a time when you had to deal with a difficult customer and what did you do to resolve it. Â  Answer Question
1 Jul 2018,Anonymous Interview Candidate,Fleet Manager,No Offer,Positive Experience,,"Initiall i had received a call to schedule intervew via phone, but then they rescheduled.Google meet interview was scheduled, which was unexpected, but i went through it. Interview process was quick, just about 20 minutes.",Application,"Mostly HR questions asked, didn't get a call Â  Answer Question"
8 Aug 2018,"Anonymous Employee in New York, NY (US)",Solutions Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at Verizon (New York, NY (US)) in July 2018.",Application,"Tell me about a time you had a difficult customer, how did you handle it? Â  Answer Question"
24 Jul 2018,"Anonymous Interview Candidate in Atlanta, GA (US)",Sales Associate,No Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at Verizon (Atlanta, GA (US)) in July 2018.",Application,why should we hire you? Â  1 Answer
23 Aug 2019,"Anonymous Employee in Tampa, FL (US)",Project Coordinator,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Tampa, FL (US)) in July 2018.",Application,How to use agile methodology into your daily PM work? Â  Answer Question
30 Jun 2018,Anonymous Employee,Technical Support Engineer,Accepted Offer,Positive Experience,Average Interview,"Several interviews with different members of management and teams. Started with management, then went to technical interviews with peers, then more in depth interviews with hiring manager and team members.",Application,Why do you want to work for us Â  1 Answer
17 Jul 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Program Manager,No Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Verizon (Basking Ridge, NJ (US)) in July 2018.",Application,"how do you handle product roadmap priority, how to adjust priority? Â  Answer Question"
18 Jun 2018,Anonymous Employee,GM,Accepted Offer,Positive Experience,Difficult Interview,I applied through an employee referral. I interviewed at Verizon.,Interview,Tell me about a time when you had to fight someone for a sale? How'd you handle it? Â  1 Answer
13 Jun 2018,"Anonymous Interview Candidate in Atlanta, GA (US)",Customer Service Representative,No Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at Verizon (Atlanta, GA (US)).",Interview,Tell me about the time you went above and beyond? Â  Answer Question
13 Jun 2018,Anonymous Employee,Sales Representative,Accepted Offer,Neutral Experience,Easy Interview,I applied in-person. I interviewed at Verizon.,Interview,What did I do in school? What are my goals Â  1 Answer
8 Jun 2018,Anonymous Interview Candidate,Senior Analyst,No Offer,Neutral Experience,,"I interviewed over the phone. I thought they gave a very informational position overview! Most questions were behavioral based asking ""Tell me a time when...., and how did it play out.""",Interview,"Tell me about a time you disagreed with someone during a team project, and what did you do? Â  Answer Question"
3 Jun 2018,Anonymous Employee,Software Applications Tester,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at Verizon.,Interview,"1. Describe the Test Framework using POM approach with Selenium and Java, that you built in your current project.
2. Questions on SQL DML queries and optimizations. Â  Answer Question"
10 Jul 2018,"Anonymous Interview Candidate in Charlotte, NC (US)",Solutions Specialist,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at Verizon (Charlotte, NC (US)) in June 2018.",Interview,"Have you ever worked in a commission based environment?
Describe a time when you had to alter the way you finished a task.
Describe a time when you went above and beyond for a customer. Â  Answer Question"
25 Jun 2018,"Anonymous Employee in Greenville, SC (US)",Customer Service Representative,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Greenville, SC (US)) in June 2018.",Interview,Explain a time you dealt with a difficult customer. Â  Answer Question
3 Oct 2019,"Anonymous Employee in Charlotte, NC (US)",Business Solutions Manager,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Charlotte, NC (US)) in June 2018.",Interview,how has your past selling experience shaped your ability of convincing customers you have the best products? Â  1 Answer
2 Jun 2018,"Anonymous Interview Candidate in Chicago, IL (US)",Solutions Specialist,No Offer,Negative Experience,Difficult Interview,"The process took 4+ weeks. I interviewed at Verizon (Chicago, IL (US)) in June 2018.",Interview,Tell me about a time you..... Â  Answer Question
5 Apr 2019,"Anonymous Interview Candidate in Albany, NY (US)",Network Engineer III,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at Verizon (Albany, NY (US)) in June 2018.",Application,Situational questions - how do you deal with customers Â  1 Answer
17 Jun 2018,"Anonymous Employee in Greenville, SC (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Greenville, SC (US)) in June 2018.",Application,How would I learn more about products that I don't own or aren't familiar with? Â  1 Answer
11 Jul 2018,"Anonymous Interview Candidate in Alpharetta, GA (US)",Customer Service Representative,No Offer,Negative Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Verizon (Alpharetta, GA (US)) in June 2018.",Application,Describe a situation where you had to rely on outside resources to solve a problem for a customer. Â  Answer Question
9 Jun 2018,"Anonymous Employee in Charlotte, NC (US)",Customer Service Supervisor,Accepted Offer,Positive Experience,Difficult Interview,"I applied in-person. The process took 4 weeks. I interviewed at Verizon (Charlotte, NC (US)) in June 2018.",Application,Tell me abut a time where you had to prioritize your work? What did you do? What was the outcome? Â  Answer Question
24 May 2018,"Anonymous Interview Candidate in Denver, CO (US)",Senior Financial Analyst,Declined Offer,Negative Experience,Average Interview,"Very poor process.

Started with a quick call with a Recruiter. A couple of weeks later, the hiring manager called out of the blue and scheduled an interview with me, without introducing himself. I thought he was a recruiter at first and then found out he was the hiring manager after having to ask him what his position was at Verizon.

I arrived to the one on one interview to find out it was actually a panel interview with all of his managerial reports. Would have been nice to know that ahead of time but whatever it went well. A few days later, the hiring manager called to schedule another panel interview with all of his peers plus work on a finance assignment which was to be summarized into PowerPoint and presented.

I arrived and was first walked into a room filled with the prior panel I had interviewed with plus a few additional people waiting for me. Once again, this was outside of the agenda. They asked me questions that had absolutely nothing to do with the job like what I thought about bitcoin and about companies accepting it as a form of payment. Very strange. Anyway, was then walked to the scheduled panel interview and asked very similar questions to the prior panel interview. At the end of that, I asked if we were to discuss the finance assignment I had spent time working on and he said, ânot at this time, maybe next roundâ.

Needless to say, I walked out of that interview no longer interested in the job. I was never given a chance to speak one on one with the hiring manager, not in person nor over the phone. The entire process was very impersonal and a complete waste of time.",Application,Behavioral questions Â  Answer Question
25 May 2018,Anonymous Employee,Chief of Staff,Accepted Offer,Positive Experience,Average Interview,I applied in-person. I interviewed at Verizon.,Application,"Experience
Behavioural questions Â  Answer Question"
21 May 2018,Anonymous Interview Candidate,Customer Service Representative,No Offer,Negative Experience,,Was contacted to set up a phone interview. The time for the phone interview came and went and the lady never called. I contact her and she says she's busy and could we reschedule. I agree and time comes and goes without a call again. Very unprofessional behavior.,Application,
30 May 2018,Anonymous Interview Candidate,Java Developer,No Offer,Neutral Experience,Average Interview,I applied through a staffing agency. The process took 2 weeks. I interviewed at Verizon in May 2018.,Application,"OOPS, Multi-threading in java, collections Â  Answer Question"
3 May 2018,"Anonymous Interview Candidate in Walnut Creek, CA (US)",Recruiter,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Walnut Creek, CA (US)).",Application,Describe a time you made a mistake or made a bad judgement in the recruiting process? Â  1 Answer
30 Sep 2019,"Anonymous Employee in Irving, TX (US)",Automation Engineer,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Verizon (Irving, TX (US)) in May 2018.",Application,Explain the tools used in automation testing along with process. Â  Answer Question
14 May 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Communications Manager,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Basking Ridge, NJ (US)) in May 2018.",Application,Why Verizon? Â  Answer Question
25 May 2018,"Anonymous Employee in Elgin, SC (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Elgin, SC (US)) in May 2018.",Application,How would you handle an irate long time customer? Â  Answer Question
30 May 2018,"Anonymous Employee in Alpharetta, GA (US)",Customer Service Representative,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Alpharetta, GA (US)) in May 2018.",Application,Star and behavioral questions on the phone interview and a lot of role playing in the face to Face so be prepared. Â  Answer Question
1 May 2018,Anonymous Employee,Financial Representative,Accepted Offer,Positive Experience,Difficult Interview,I applied in-person. I interviewed at Verizon.,Application,What do you like about verizon Â  1 Answer
3 Feb 2019,"Anonymous Employee in Irving, TX (US)",Inside Sales Representative,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Irving, TX (US)) in May 2018.",Application,Situation based question on character and work ethic Â  1 Answer
24 Oct 2018,"Anonymous Interview Candidate in El Paso, TX (US)",Customer Service Representative,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (El Paso, TX (US)) in May 2018.",Application,No questions were out of the ordinary Â  Answer Question
25 May 2018,"Anonymous Interview Candidate in Richland, SC (US)",Customer Service Representative,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at Verizon (Richland, SC (US)) in May 2018.",Application,What do you like about Verizon Â  Answer Question
8 Jun 2018,"Anonymous Employee in Charlotte, NC (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at Verizon (Charlotte, NC (US)) in May 2018.",Application,Role playing. Donât remember a lot of STAR based questions. Â  Answer Question
27 Apr 2018,Anonymous Employee,Call Analyst,Accepted Offer,Neutral Experience,Average Interview,I applied through a staffing agency. The process took 3 days. I interviewed at Verizon.,Application,It was not a difficult question nor unexpected but one of the questions that they asked me during this interview was about what I thought was a more important skill - listening or speaking? Â  1 Answer
21 Apr 2018,Anonymous Employee,Senior Software Engineer,Accepted Offer,Positive Experience,Average Interview,"Phone interview - Previous project and challenged I faced. recruitment process was very long , got the offer, after almost 2 months. Basic OOPS concepts were asked. A problem was given and asked to solve it.",Application,Previous project and challenged I faced Â  Answer Question
24 Apr 2018,Anonymous Employee,Call Center Representative,Accepted Offer,Positive Experience,,The process took 2 weeks. I interviewed at Verizon.,Application,Role play with dissatisfied customer. Â  Answer Question
23 Apr 2018,Anonymous Interview Candidate,Sales Associate,No Offer,Positive Experience,Average Interview,I applied online. The process took 2 days. I interviewed at Verizon.,Application,Why do you want to work at Verizon? Â  1 Answer
9 Apr 2018,Anonymous Interview Candidate,Financial Leadership Development Program,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,Why do you want to work for Verizon? Â  Answer Question
15 May 2018,Anonymous Employee,Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Verizon in April 2018.,Application,What would you do to assist a customer who broke their mobile phone and is leaving for their honeymoon in one day? Â  1 Answer
16 May 2018,"Anonymous Employee in Tulsa, OK (US)",Network Engineer,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 1 day. I interviewed at Verizon (Tulsa, OK (US)) in April 2018.",Application,Asked my familiarization with various types of networking terms and technologies Â  Answer Question
31 Mar 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Technology Auditor,No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Verizon (Basking Ridge, NJ (US)).",Application,To describe accountability: Describe a situation where you failed to perform or achieve the outcome. What did you do to overcome that situation? Â  Answer Question
1 Apr 2018,Anonymous Employee,Audit Senior,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Verizon.,Application,Have had to negotiate with senior leadership in the past. Â  1 Answer
7 May 2018,"Anonymous Employee in Elgin, SC (US)",Customer Service,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Elgin, SC (US)) in April 2018.",Application,What are your weaknesses? Â  Answer Question
8 Jul 2018,Anonymous Interview Candidate,Transport Engineer,No Offer,Negative Experience,Average Interview,I applied through a staffing agency. The process took 3+ months. I interviewed at Verizon in April 2018.,Application,"How to follow process.
Do you know about FCC regulations. Â  Answer Question"
2 Jul 2018,"Anonymous Employee in Rolling Meadows, IL (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took a week. I interviewed at Verizon (Rolling Meadows, IL (US)) in April 2018.",Application,Tell us about a time you had to deal with the irate customer. Â  1 Answer
28 Apr 2018,"Anonymous Employee in Elgin, SC (US)",Customer Service Representative,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Elgin, SC (US)) in April 2018.",Application,"Name a time you had an irate customer, and how did you handle the customer?
Name a time you had to go over and beyond to satisfy a customer.
Sell a product to an Irate customer(role play) Â  Answer Question"
25 Apr 2018,"Anonymous Employee in Columbia, SC (US)",Customer Service Representative,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Columbia, SC (US)) in April 2018.",Application,Name a time when you dealt with a difficult situation in a short period of time and how did you handle it. Â  Answer Question
21 Apr 2018,"Anonymous Interview Candidate in El Paso, TX (US)",Bilingual Customer Service Representative,No Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at Verizon (El Paso, TX (US)) in April 2018.",Application,Why Verizon? Â  1 Answer
28 Mar 2019,"Anonymous Interview Candidate in Albany, NY (US)",Supervisor,Declined Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at Verizon (Albany, NY (US)) in April 2018.",Application,Tell me about a time when you were working with a Team and experienced conflict. How did you handle the situation. Â  Answer Question
9 May 2018,Anonymous Employee,Social Media Specialist,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 6 weeks. I interviewed at Verizon in April 2018.,Application,How do you use social media? Â  Answer Question
9 Nov 2019,"Anonymous Interview Candidate in Laurel, MD (US)",Consultant,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Laurel, MD (US)) in April 2018.",Application,Describe a time when you were responsible for translating a high level strategic direction into executable plans. Â  Answer Question
28 Mar 2018,Anonymous Interview Candidate,IT,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 4 weeks. I interviewed at Verizon.,Application,Why do you want to work at Verizon? Â  Answer Question
21 Mar 2018,"Anonymous Employee in Orangeburg, NY (US)",Inside Sales Representative,Accepted Offer,Positive Experience,Easy Interview,"The process took a week. I interviewed at Verizon (Orangeburg, NY (US)).",Application,I was asked to sell something that I sold on my job Â  Answer Question
21 Mar 2018,Anonymous Employee,Senior Member of Technical Staff,Accepted Offer,Positive Experience,Average Interview,I applied in-person. The process took 2+ months. I interviewed at Verizon.,Application,"Describe a time that your manager made a mistake, and you had to correct them, Â  Answer Question"
20 Mar 2018,"Anonymous Employee in Richmond, VA (US)",Sales Associate,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Verizon (Richmond, VA (US)).",Application,Strengths and weaknesses Â  Answer Question
20 Mar 2018,"Anonymous Employee in San Jose, CA (US)",Sys Cslt Engineer,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (San Jose, CA (US)).",Application,Design a parking lot using data structure. Android layout related questions. Â  Answer Question
19 Mar 2018,"Anonymous Employee in Lewisville, TX (US)",Sr Manager,Accepted Offer,Neutral Experience,Average Interview,"I applied through other source. The process took 3 weeks. I interviewed at Verizon (Lewisville, TX (US)).",Application,Tell me about a time you had conflict that couldnât be resolved. Â  2 Answers
18 Mar 2018,Anonymous Employee,FiOS Tech,Accepted Offer,Positive Experience,Average Interview,The process took 6 weeks. I interviewed at Verizon.,Application,"Tell me about yourself , what if a customer was upset, describe your work history ..basic Â  Answer Question"
14 Mar 2018,Anonymous Interview Candidate,Wireless Network Engineering,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Verizon in March 2018.,Application,Why are you interested in working for Verizon? Â  Answer Question
10 Mar 2018,Anonymous Employee,Health and Wellness,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 4 weeks. I interviewed at Verizon.,Application,Tell me about a time you had to deal with a difficult customer. Â  Answer Question
8 Mar 2018,"Anonymous Interview Candidate in Lake Mary, FL (US)",Financial Analyst,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. I interviewed at Verizon (Lake Mary, FL (US)) in March 2018.",Interview,Describe your work and education experience that has prepared you for this position. Â  Answer Question
1 Mar 2018,"Anonymous Interview Candidate in Lake Mary, FL (US)",Lead Financial Analyst,No Offer,Negative Experience,Average Interview,"The process took 2+ months. I interviewed at Verizon (Lake Mary, FL (US)).",Interview,Tell me about yourself Â  Answer Question
21 Apr 2018,"Anonymous Employee in Basking Ridge, NJ (US)",Marketing,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 7 weeks. I interviewed at Verizon (Basking Ridge, NJ (US)) in March 2018.",Interview,Tell me about a time you had an idea but management did not go through with Â  Answer Question
21 Mar 2018,"Anonymous Interview Candidate in Atlanta, GA (US)",Full Stack,Declined Offer,Negative Experience,Easy Interview,"I applied through a staffing agency. The process took 2 days. I interviewed at Verizon (Atlanta, GA (US)) in March 2018.",Interview,"How are you going to solve one of the production problem that we have (blab blab bla.....) Sorry focks, the hiring manager (Indian accent, not good in English). He was not interviewing, but I felt as if he is trying to figure out a solution himself to save his but. So recruiters please do not support managers who conducts interviews to get free solutions. Â  1 Answer"
1 Mar 2018,Anonymous Employee,Retail Sales Representative,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Verizon.,Interview,Tell me about a time when you had to deal with a difficult customer Â  Answer Question
1 Mar 2018,Anonymous Interview Candidate,User Experience,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Verizon.,Interview,Why verizon? Â  1 Answer
1 Mar 2018,"Anonymous Employee in Basking Ridge, NJ (US)",Finance Leadership Development Program,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Basking Ridge, NJ (US)).",Interview,"Can you tell me about a time you were a leader of the group?
What is the least attractive thing about this position? Â  Answer Question"
25 Jan 2019,Anonymous Employee,Web Developer,Accepted Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Verizon in March 2018.,Interview,How do you solve browser incompatible issues? Â  Answer Question
15 Mar 2018,"Anonymous Interview Candidate in New Brunswick, NJ (US)",Internship,No Offer,Positive Experience,,"I applied online. The process took a week. I interviewed at Verizon (New Brunswick, NJ (US)) in March 2018.",Interview,"Why Verizon, name a successful time you participated in a team project, what are your long term and short term career goals Â  Answer Question"
16 Jul 2018,"Anonymous Interview Candidate in Hilliard, OH (US)",Senior Analyst,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 5 days. I interviewed at Verizon (Hilliard, OH (US)) in March 2018.",Application,Provide an overview of the Project Management Process. Â  1 Answer
8 Apr 2018,"Anonymous Employee in High Point, NC (US)",Sales Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (High Point, NC (US)) in March 2018.",Application,Survival pay Â  1 Answer
19 Apr 2018,"Anonymous Interview Candidate in New York, NY (US)",Editorial Manager,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at Verizon (New York, NY (US)) in March 2018.",Application,"Standard interview questions, nothing out the ordinary. Â  Answer Question"
19 Apr 2019,"Anonymous Interview Candidate in Irving, TX (US)",Release Manager,Declined Offer,Positive Experience,Average Interview,"I applied in-person. The process took 2+ months. I interviewed at Verizon (Irving, TX (US)) in March 2018.",Application,Discussed past experience focusing on roles listed on resume Â  Answer Question
30 Mar 2018,"Anonymous Interview Candidate in Tampa, FL (US)",Customer Service Representative,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Verizon (Tampa, FL (US)) in March 2018.",Application,what was yourconflict with coworker and how you over come it Â  1 Answer
22 Mar 2018,"Anonymous Interview Candidate in Alpharetta, GA (US)",Customer Service Representative,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Alpharetta, GA (US)) in March 2018.",Application,Nothing to difficult yet Â  Answer Question
22 Mar 2018,"Anonymous Interview Candidate in Los Angeles, CA (US)",Business Account Manager,Declined Offer,Negative Experience,,"I applied through a recruiter. The process took a week. I interviewed at Verizon (Los Angeles, CA (US)) in March 2018.",Application,"Walk me through your resume.
Why would you want to leave your industry right now (your industry is hot right now)? Â  Answer Question"
15 Apr 2018,"Anonymous Interview Candidate in Statesboro, GA (US)",Wireless Network,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Statesboro, GA (US)) in March 2018.",Application,How did you take a leadership role in a project or group work? Â  Answer Question
11 Mar 2018,"Anonymous Interview Candidate in El Paso, TX (US)",Spanish Bilingual Customer Service Representative,No Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at Verizon (El Paso, TX (US)) in March 2018.",Application,They will give you two PDFs and to watch a video most questions are from here Â  Answer Question
14 Feb 2018,Anonymous Employee,Experience Specialist,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at Verizon.,Application,Why should we hire you over the other applicants? Â  Answer Question
11 Feb 2018,"Anonymous Employee in Washington, DC (US)",Internship,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. I interviewed at Verizon (Washington, DC (US)).",Application,Tell me about your education. Â  Answer Question
17 Mar 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Agile Transformation Manager,No Offer,Negative Experience,Easy Interview,"I applied through a recruiter. The process took 2+ months. I interviewed at Verizon (Basking Ridge, NJ (US)) in February 2018.",Application,"Q. I went to conference recently and someone asked me that Agile certifications are a waste of money, what I should have said ?
Q. Our business asks us what is the advantage of doing Agile, what shall we tell to them?
Q. Why everyone talks about SAFe these days ?
Q. Why do you want to take this job ?
Q. Why do you want to join Verizon ?
Q. How many kids doâ¦Â  you have ?
Q. I am writing a case to justify your selection, you are already working with a big firm, what shall I write to make sure it gets through ? Â  Answer QuestionShow More"
27 Dec 2017,Anonymous Employee,Retail Sales Representative,Accepted Offer,Positive Experience,Difficult Interview,I applied through a recruiter. The process took 2 weeks. I interviewed at Verizon.,Application,Describe one time you went above and beyond for a customer? Â  Answer Question
5 Mar 2019,Anonymous Employee,Intern,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 4+ weeks. I interviewed at Verizon in February 2018.,Application,Describe a time you went over and beyond your work? Â  Answer Question
12 Mar 2018,"Anonymous Interview Candidate in Columbia, SC (US)",Retail Sales Representative,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1+ week. I interviewed at Verizon (Columbia, SC (US)) in February 2018.",Application,Tell us about a time when you were faced with a difficult situation that you did not think you could overcome.. Â  Answer Question
23 Feb 2018,"Anonymous Employee in Charlotte, NC (US)",Customer Service Representative,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 1+ week. I interviewed at Verizon (Charlotte, NC (US)) in February 2018.",Application,Name a time you faced a difficult challenge. Â  2 Answers
5 Mar 2018,"Anonymous Employee in Basking Ridge, NJ (US)",Verizon FLDP,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Verizon (Basking Ridge, NJ (US)) in February 2018.",Application,Time you worked with a team and had to adjust when things weren't going well Â  Answer Question
18 Feb 2018,"Anonymous Employee in Washington, DC (US)",Outside Plant Technician,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at Verizon (Washington, DC (US)) in February 2018.",Application,What kind of expereince do you have related to this position? Â  2 Answers
29 May 2018,"Anonymous Employee in Basking Ridge, NJ (US)",Supply Chain,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Basking Ridge, NJ (US)) in February 2018.",Application,Why Verizon and what you know about Verizon? Â  1 Answer
19 Apr 2018,"Anonymous Interview Candidate in Denver, CO (US)",Sales Operations Manager,No Offer,Negative Experience,Easy Interview,"I interviewed at Verizon (Denver, CO (US)) in February 2018.",Application,"In order to get any type of promotion at Verizon, they make you drop everything and move. Are you willing to move every two years to maintain your role? Â  Answer Question"
19 Feb 2018,"Anonymous Employee in Elgin, SC (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ weeks. I interviewed at Verizon (Elgin, SC (US)) in February 2018.",Application,Star method behavior type questions Â  Answer Question
22 Feb 2018,"Anonymous Employee in Alpharetta, GA (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Verizon (Alpharetta, GA (US)) in February 2018.",Application,Why Verizon? Â  Answer Question
7 May 2019,"Anonymous Employee in Wilmington, NC (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Wilmington, NC (US)) in February 2018.",Application,Tell me why you would sell me this phone based on this sheet of paper? Â  1 Answer
29 Nov 2018,"Anonymous Employee in Elgin, SC (US)",Customer Service Specialist,Accepted Offer,Negative Experience,Difficult Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Elgin, SC (US)) in February 2018.",Application,Describe a time where you encountered an irate customer and how you handled it. Â  Answer Question
17 Feb 2018,"Anonymous Interview Candidate in Washington, DC (US)",Financial Planner & Analyst,No Offer,Positive Experience,Average Interview,"I applied through other source. I interviewed at Verizon (Washington, DC (US)) in February 2018.",Application,Tell me about yourself? Â  1 Answer
