Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
29-Jan-19,Anonymous Employee,B2B Sales Development Program Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 4 weeks. I interviewed at AT&T in October 2018.,Application,Why do you want to work at AT&T? Â  Answer Question
3-Nov-18,"Anonymous Interview Candidate in Durham, NC",In Home Sales Expert Interview,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took a week. I interviewed at AT&T (Durham, NC) in October 2018.",Application,Was I nervous Â  1 Answer
12-Oct-18,"Anonymous Employee in Henrico, VA",AT&T Retail Sales Consultant (Part Time) Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Henrico, VA) in October 2018.",Application,Why do you think you should be chosen for this job? Â  Answer Question
12-Oct-18,"Anonymous Interview Candidate in New York, NY",AT&T Technology Development Program Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 5 days. I interviewed at AT&T (New York, NY) in October 2018.",Application,Three behavior question Â  Answer Question
29-Oct-18,"Anonymous Interview Candidate in Arlington, VA",Lead Project Manager (Government) Interview,No Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 1 day. I interviewed at AT&T (Arlington, VA) in October 2018.",Application,Do you have any experience with NGA? What does NGA do? Â  1 Answer
25-Sep-18,Anonymous Interview Candidate,Technology Development Program Interview,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,
25-Sep-18,Anonymous Employee,Intern Interview,Accepted Offer,Positive Experience,,"I didn't do campus recruiting, only applied online. Apply online, one phone screening, one video interview, receive the offer, and you make the decision within 3 weeks. it was easy and feel engaged.",Application,why you are a good fit Â  Answer Question
24-Sep-18,Anonymous Employee,Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. I interviewed at AT&T.,Application,What does AT& T stand for? Â  Answer Question
19-Sep-18,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"Very formal, have to be confident in your job and know what you're getting into which is SELLING!!! If you show nervousness or unconfidence you will most likely not get the job. Be motivated to make money.",Application,How would you position this product? Â  Answer Question
16-Sep-18,"Anonymous Employee in Austin, TX",Call Center Agent Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at AT&T (Austin, TX).",Application,Why do you think you'd be good for this job? Why do you want to work for this company? Where do you see yourself in 1-5 years working here? Â  Answer Question
13-Sep-18,Anonymous Employee,Customer Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at AT&T.,Application,How do you handle stressful situations? Â  Answer Question
12-Sep-18,Anonymous Employee,IT Help Desk Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. I interviewed at AT&T.,Application,Asked how much I knew about AT&T. Â  Answer Question
11-Sep-18,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,I applied through an employee referral. I interviewed at AT&T.,Application,Describe a time where you went above and beyond for a customer. Â  Answer Question
7-Sep-18,"Anonymous Employee in Redmond, WA",NOC Technician Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied through an employee referral. The process took 1 day. I interviewed at AT&T (Redmond, WA).",Application,When can you start. Â  1 Answer
6-Sep-18,Anonymous Interview Candidate,Account Manager Interview,No Offer,Positive Experience,Average Interview,"I was asked several sales related questions, which I expected, but then asked if I liked my current boss and why, which was odd. I explained what I liked then I was asked what I didnât like, again odd.",Application,Why do I want to work for AT&T Â  Answer Question
2-Jun-19,"Anonymous Employee in Dallas, TX",Account Executive Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at AT&T (Dallas, TX) in September 2018.",Application,Describe a time when you had an issue with management. Â  Answer Question
13-Oct-18,"Anonymous Employee in Dallas, TX",FLDP Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Dallas, TX) in September 2018.",Application,"Standard behavioural interview, use STAR or CAR to answer. Â  Answer Question"
17-Aug-19,Anonymous Employee,Technology Development Program Interview,Accepted Offer,Neutral Experience,Difficult Interview,I applied online. I interviewed at AT&T in September 2018.,Application,What will you bring to AT&T? Â  Answer Question
28-Nov-18,Anonymous Interview Candidate,Software Engineer(Internship) Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at AT&T in September 2018.,Application,What is the hardest problem that you solved Â  Answer Question
27-Aug-18,Anonymous Employee,Assistant Manager Interview,Accepted Offer,Neutral Experience,Average Interview,I applied in-person. The process took 2 weeks. I interviewed at AT&T.,Application,How do you handle conflict? Â  Answer Question
21-Aug-18,"Anonymous Interview Candidate in Chicago, IL",Customer Service Representative Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 1 day. I interviewed at AT&T (Chicago, IL).",Application,I get annoyed easily and yell at everyone Â  1 Answer
10-Aug-18,Anonymous Employee,Retail Sales Representative Interview,Accepted Offer,Negative Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at AT&T.,Application,How do you over come a customer telling you NO Â  Answer Question
9-Aug-18,"Anonymous Employee in Raleigh, NC",AT&T Wire Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Raleigh, NC).",Application,They asked for a time when I took charge of a situation even though I wasnât necessarily in charge. Â  1 Answer
7-Aug-18,"Anonymous Interview Candidate in New York, NY",Retail Sales Consultant Interview,No Offer,Negative Experience,Average Interview,"The process took 2+ months. I interviewed at AT&T (New York, NY).",Application,tell me about yourself Â  Answer Question
20-Aug-18,"Anonymous Employee in New York, NY",TELESALES Representative Interview,Accepted Offer,Positive Experience,,"I applied in-person. The process took 2+ weeks. I interviewed at AT&T (New York, NY) in August 2018.",Application,Basic STAR FORMAT questiond Â  Answer Question
13-Aug-18,"Anonymous Interview Candidate in Atlanta, GA",Retail Sales Consultant Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Atlanta, GA) in August 2018.",Application,Why do you think you're a great fit to work with us? Â  Answer Question
8-Jan-19,Anonymous Interview Candidate,Retail Sales Representative Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 5 weeks. I interviewed at AT&T in August 2018.,Application,How would you handle a difficult customer? Â  Answer Question
31-Jul-18,"Anonymous Employee in Birmingham, AL",TELESALES Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Birmingham, AL).",Application,Tell me about a time you handled an irate customer? Â  Answer Question
23-Aug-18,"Anonymous Interview Candidate in Ocean Springs, MS",Advanced Technical Support Representative Interview,Declined Offer,Positive Experience,Average Interview,"I applied in-person. I interviewed at AT&T (Ocean Springs, MS) in August 2018.",Interview,Name a time where you had limited resources but were still expected to deliver great performance Â  Answer Question
27-Aug-18,"Anonymous Employee in Woodland, CA",Salesperson Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Woodland, CA) in August 2018.",Interview,Tell us about your worst customer and how did you handle it Â  Answer Question
12-Mar-19,"Anonymous Interview Candidate in Irving, TX",Data Analyst Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1+ week. I interviewed at AT&T (Irving, TX) in August 2018.",Interview,the interviewer asked about the important project i did and asked few tableau questions and few SQL questions. Â  Answer Question
19-Dec-18,"Anonymous Interview Candidate in Jasper, TN",Retail Sales Associate Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took a week. I interviewed at AT&T (Jasper, TN) in August 2018.",Interview,Name the most difficult situation I came across and my solution. Â  1 Answer
3-Aug-18,"Anonymous Employee in Lynwood, IL",Customer Care Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at AT&T (Lynwood, IL) in August 2018.",Interview,Why do you want to work for AT&T? Â  Answer Question
30-Jan-19,"Anonymous Interview Candidate in Pleasanton, CA",SWE Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at AT&T (Pleasanton, CA) in August 2018.",Interview,Describe a time you had to convince a team to change direction. Â  Answer Question
11-Aug-18,"Anonymous Interview Candidate in Durham, NC",Scrum Master Interview,No Offer,Negative Experience,Easy Interview,"I applied through a recruiter. I interviewed at AT&T (Durham, NC) in August 2018.",Interview,"If a stakeholder is taking over your standup going over statuses, how would you handle this situation? Â  Answer Question"
10-Nov-18,"Anonymous Interview Candidate in Dallas, TX",Senior Social Media Manager Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Dallas, TX) in August 2018.",Interview,ANTIQUATED: Tell Me About Your.... (blah blah) question. Â  Answer Question
16-Nov-19,"Anonymous Employee in Chattanooga, TN",Retail Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 8 weeks. I interviewed at AT&T (Chattanooga, TN) in August 2018.",Interview,Why do you want this job Â  Answer Question
22-Jul-18,Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,,I applied online. I interviewed at AT&T.,Application,
19-Jul-18,Anonymous Employee,Communication Specialist Interview,Accepted Offer,Positive Experience,,"It was very structured, but it was not super stressful. The people seem like they care for you and value you as an applicant. A very comfortable interviewing process here.",Application,Tell me about yourself Â  Answer Question
17-Jul-18,Anonymous Employee,Call Center Representative Interview,Accepted Offer,Neutral Experience,,It was pretty simple and pretty straight forward. I was staffed by a recruitment agency. Therefore they didnât make much effort to âsellâ me on the company. They didnât talk much about your future prospects at the company. The interviewer didnât ask much about your skills or experience just if I could work in a fast-paced setting.,Application,What is your experience in fast paced environments Â  Answer Question
16-Jul-18,Anonymous Employee,Communications Interview,Accepted Offer,Positive Experience,Average Interview,I applied through an employee referral. I interviewed at AT&T.,Application,Asked to speak to my experience. Â  Answer Question
11-Jul-18,Anonymous Interview Candidate,Systems Analyst Interview,Declined Offer,Neutral Experience,Average Interview,"shorter than expected. just two tiers, each with one person. they devoted a lot of time to workplace culture which i though was odd but i suppose beneficial. asked about teamwork as well as the usual technical questions",Application,they asked workplace culture questions--surprising for a computer job Â  Answer Question
9-Jul-18,Anonymous Interview Candidate,Sales Associate Interview,No Offer,Positive Experience,Average Interview,"Very intensive, they get a good idea of your background as a sales associate and ask scenario questions to see how you will handle situations. When you get past the video interview and go to store to meet with a manager, it is a bit of the same with the type of questions.",Application,How would you react if a customer did this...? Â  Answer Question
6-Aug-18,"Anonymous Interview Candidate in Pampa, TX",Assistant Manager Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at AT&T (Pampa, TX) in July 2018.",Application,"She asked if I could come in, I asked the salary range she said (Look Do you want the interview or not?) Â  1 Answer"
23-Dec-18,"Anonymous Interview Candidate in Atlanta, GA",Sales Manager Interview,No Offer,Negative Experience,Easy Interview,"I applied in-person. The process took 1 day. I interviewed at AT&T (Atlanta, GA) in July 2018.",Application,Not planned very weak. Â  1 Answer
19-Jul-18,"Anonymous Employee in Tulsa, OK",Customer Service Representative I Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at AT&T (Tulsa, OK) in July 2018.",Application,Tell me about a time you dealt with a difficult customer. Â  Answer Question
1-Aug-18,"Anonymous Employee in Tulsa, OK",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Tulsa, OK) in July 2018.",Application,Where do you see yourself in five years in the company? Â  1 Answer
30-Jul-18,"Anonymous Interview Candidate in Atlanta, GA",Fiber Sales Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Atlanta, GA) in July 2018.",Application,Tell me about yourself Â  Answer Question
2-Dec-18,"Anonymous Employee in Mission, KS",In Home Expert Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Mission, KS) in July 2018.",Application,Previous sales experience Â  Answer Question
8-Jan-20,"Anonymous Interview Candidate in Miami, FL",Network Manager Interview,Declined Offer,Negative Experience,Easy Interview,"I applied in-person. I interviewed at AT&T (Miami, FL) in July 2018.",Application,
19-Jun-18,"Anonymous Interview Candidate in Saint Louis, MO",Retail Sales Consultant Interview,No Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 2+ weeks. I interviewed at AT&T (Saint Louis, MO).",Application,Why should we pick you? Â  Answer Question
13-Jun-18,Anonymous Employee,Assistant Store Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 days. I interviewed at AT&T.,Application,How did you help lift your peers and get them selling Â  Answer Question
21-Jun-18,"Anonymous Employee in Chicago, IL",Call Center Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Chicago, IL) in June 2018.",Application,If faced with an irate customer who asks to speak with a manager how would you handle it? Â  Answer Question
4-Jun-18,Anonymous Employee,AT&T Mobility RSC Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,Have you worked in a sales enviourment Â  Answer Question
5-Jul-18,"Anonymous Interview Candidate in Dallas, TX",Associate Project Manager Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Dallas, TX) in June 2018.",Application,Tell me about yourself Â  Answer Question
16-Sep-18,"Anonymous Employee in Houston, TX",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Houston, TX) in June 2018.",Application,Tell me about a time you handled a irrate customer ? Â  2 Answers
28-Nov-18,"Anonymous Employee in Chicago, IL",Brand Ambassador Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at AT&T (Chicago, IL) in June 2018.",Application,time you solved an issue Â  Answer Question
26-Jun-18,"Anonymous Employee in Mount Vernon, OH",Authorized Retailer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 3 days. I interviewed at AT&T (Mount Vernon, OH) in June 2018.",Application,How long did I work for troc Â  1 Answer
26-May-18,Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. I interviewed at AT&T.,Application,are u able to work overtime Â  1 Answer
29-May-18,"Anonymous Employee in New York, NY",Cyber Security Engineer Interview,Accepted Offer,Positive Experience,Average Interview,"The process took a week. I interviewed at AT&T (New York, NY).",Application,explain the RMF process Â  Answer Question
22-May-18,Anonymous Employee,Assistant Store Manager Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T.,Application,iPhone or android? Â  1 Answer
18-May-18,Anonymous Interview Candidate,Software Engineer Interview,No Offer,Neutral Experience,Average Interview,"First had a 1 hr phone interview where I coded interactively through this website so they could watch as you type, then a 3 hr final interview split into 45 min chunks. Entire thing was technical, but each person focused on a different language",Application,a lot of python/json/sql questions Â  Answer Question
6-Jun-18,"Anonymous Employee in Sunrise, FL",Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Sunrise, FL) in May 2018.",Application,Tell me about your experience with this former employer. Â  Answer Question
11-Jun-18,"Anonymous Employee in Florence, KY",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Florence, KY) in May 2018.",Application,Be prepared to describe how to do something that not everyone knows how to do. You want to be able to describe this step-by-step. Â  1 Answer
18-May-18,"Anonymous Employee in Manchester, CT",Retail Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 6 days. I interviewed at AT&T (Manchester, CT) in May 2018.",Application,How did I hear about the position Â  Answer Question
8-Jun-18,"Anonymous Interview Candidate in Richmond, VA",Sales Associate Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Richmond, VA) in May 2018.",Application,Tell me about yourself? Â  Answer Question
29-Jun-18,"Anonymous Employee in Chicago, IL",Call Center Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at AT&T (Chicago, IL) in May 2018.",Application,Explain a time in a previous role when you had to deal with a difficult customer. Â  Answer Question
9-Jun-18,"Anonymous Employee in Anderson, SC",Part Time Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Anderson, SC) in May 2018.",Application,Sell me DirecTv television service. Â  Answer Question
27-Apr-18,"Anonymous Employee in Nashville, TN",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Nashville, TN) in April 2018.",Application,Tell me about a time that you had to deal with a difficult customer? Â  Answer Question
18-Apr-18,"Anonymous Employee in Atlanta, GA",Software Engineer(Internship) Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Atlanta, GA) in April 2018.",Application,"Given a string containing some varying kinds of brackets, return True if the use of those brackets is valid and False if not. (ie: ""{()}[]"" = True, ""]{[}]"" = False) Â  Answer Question"
13-Feb-18,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at AT&T.,Application,
12-Apr-18,"Anonymous Employee in Fort Worth, TX",REVENUE MANAGEMENT REPRESENTATIVE Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Fort Worth, TX).",Application,It was a behavioral interview. pretty straight forward. Â  Answer Question
18-Apr-18,Anonymous Employee,Customer Service Representative I Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at AT&T in April 2018.,Application,
4-Apr-18,Anonymous Interview Candidate,Software Engineer(Internship) Interview,Declined Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at AT&T.,Application,What do you think happens behind the scenes when a cell phone calls a landline? Â  Answer Question
25-Apr-18,"Anonymous Employee in Chicago, IL",Customer Service Representative Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at AT&T (Chicago, IL) in April 2018.",Application,What motivates you ? Â  1 Answer
29-May-18,"Anonymous Employee in Dallas, TX",Project Manager Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Dallas, TX) in April 2018.",Application,Standard interview questions: Why do you want to work here? Tell me about yourself. Behavior/situational question. Â  Answer Question
19-Apr-18,"Anonymous Employee in Los Angeles, CA",Field Service Technician Interview,Accepted Offer,Positive Experience,,"I applied through an employee referral. The process took 3 weeks. I interviewed at AT&T (Los Angeles, CA) in April 2018.",Application,what is the highest way of troubleshooting a downtime Network Â  1 Answer
7-May-18,"Anonymous Interview Candidate in Paramus, NJ",Retail Sales Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Paramus, NJ) in April 2018.",Application,Why AT&T Â  Answer Question
20-Apr-18,"Anonymous Employee in Hopkinsville, KY",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Hopkinsville, KY) in April 2018.",Application,Why do you want to work here? Â  1 Answer
28-May-18,Anonymous Interview Candidate,Retail Sales Consultant Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2+ months. I interviewed at AT&T in April 2018.,Application,Tell me about yourself Â  1 Answer
20-Apr-18,"Anonymous Interview Candidate in Seminole, OK",Sales Associate Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at AT&T (Seminole, OK) in April 2018.",Application,What are your strengths and weaknesses Â  Answer Question
24-Apr-18,Anonymous Interview Candidate,B2B Sales Representative Interview,Declined Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at AT&T in April 2018.,Application,How do you sell a product when you do not have the lowest price? Â  1 Answer
21-Nov-19,"Anonymous Interview Candidate in Atlanta Downtown Post Office, GA",Inside Sales Representative Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Atlanta Downtown Post Office, GA) in April 2018.",Application,How do you handle sales objections? Â  Answer Question
14-Dec-19,"Anonymous Employee in San Ramon, CA","Devops Engineer, Interview",Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at AT&T (San Ramon, CA) in April 2018.",Application,Designing a OOP software design for sharing information between different users. Â  Answer Question
26-Mar-18,Anonymous Interview Candidate,Administrative Assistant Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took a week. I interviewed at AT&T.,Application,Where do I find myself in 5 years? Â  Answer Question
24-Mar-18,Anonymous Employee,Account Executive Interview,Accepted Offer,Negative Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at AT&T.,Application,"Tell me about a time you had difficulty closing a deal, how did you overcome it. Â  Answer Question"
21-Mar-18,Anonymous Employee,Retail Sales Interview,Accepted Offer,Neutral Experience,Easy Interview,Long and drawn out but easy. They have you meet 5+ times before you get an offer. Many times the meetings are set up at the last minute and not very close to where you are located.,Application,Why AT&T? Â  Answer Question
12-Mar-18,"Anonymous Interview Candidate in Gainesville, FL",Retail Sales Consultant Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Gainesville, FL) in March 2018.",Application,"Know that they'll only offer $12.79 an hour. AT&T has unionized employees. You can't negotiate. They have set increases, so you'll still be making less than $15 in 3 years. Also, I was offered wayyyy less than what was discussed in the interview, so I wouldn't trust the commission money they said you'll get because you only get that cash IF you hit all your metrics/quotas, which only around 40%â¦Â  actually. Glassdoor doesn't offer a space to explain why you declined their offer. Â  2 AnswersShow More"
10-Mar-18,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Negative Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at AT&T.,Application,"- Your 6m,1 year, 5 year 10 year plan and where you see yourself in the company Â  Answer Question"
29-Apr-18,"Anonymous Employee in San Francisco, CA",Installation Technician Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (San Francisco, CA) in March 2018.",Application,Tell me about a time you went above and beyond to provide a customer with the best experience possible. Â  Answer Question
11-Mar-18,Anonymous Interview Candidate,Technical Intern I Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at AT&T.,Application,Difference between a stack and queue Â  1 Answer
17-Apr-18,Anonymous Employee,AT&T B2B Sales Program Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at AT&T in March 2018.,Application,Why AT&T? Â  Answer Question
4-Mar-18,Anonymous Interview Candidate,Software Engineer(Internship) Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at AT&T.,Application,What is a challenge you had to overcome? Â  Answer Question
29-Oct-18,"Anonymous Employee in Dallas, TX",Summer Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Dallas, TX) in March 2018.",Application,"If you have multiple projects and you can't complete them all, what would you do? Â  Answer Question"
16-Apr-18,Anonymous Interview Candidate,Summer Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at AT&T in March 2018.,Application,"Questions on projects written in Resume. Detailed technical questions asked on work experience and projects. Questions were asked from both, hardware and software domains Â  Answer Question"
16-Apr-18,"Anonymous Interview Candidate in Pineville, LA",Sales Consultant Interview,No Offer,Negative Experience,,"I applied online. The process took 2+ months. I interviewed at AT&T (Pineville, LA) in March 2018.",Application,Why do you want to work here. Â  1 Answer
1-Mar-19,"Anonymous Interview Candidate in New York, NY",Project Manager Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (New York, NY) in March 2018.",Application,Best previous project management job and why? Problems that arose and how solved. Â  1 Answer
4-Apr-18,"Anonymous Interview Candidate in Anderson, SC",Part Time Sales Associate Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Anderson, SC) in March 2018.",Application,Tell me about yourself Â  Answer Question
28-Mar-18,"Anonymous Interview Candidate in Chicago, IL",Retail Sales Consultant Interview,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at AT&T (Chicago, IL) in March 2018.",Application,Why didn't you try to find another position with your last employer when your position was eliminated? Â  1 Answer
27-Mar-18,"Anonymous Interview Candidate in Fort Wayne, IN",Retail Sales Consultant Interview,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 3 days. I interviewed at AT&T (Fort Wayne, IN) in March 2018.",Application,Role play a scenario where I had to teach a person something Â  Answer Question
12-Mar-18,"Anonymous Interview Candidate in Chicago, IL",Customer Advocate Interview,Declined Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Chicago, IL) in March 2018.",Application,What is work life balance? Â  Answer Question
29-Dec-18,"Anonymous Interview Candidate in Chicago, IL",Customer Service Representative Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Chicago, IL) in March 2018.",Application,Previous customer service and tech support experience. Â  1 Answer
15-Mar-18,"Anonymous Interview Candidate in Dallas, TX",Sales Development Training Interview,No Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at AT&T (Dallas, TX) in March 2018.",Application,What do you have that would make you more successful than others in the program? Â  Answer Question
28-Mar-18,"Anonymous Employee in Atlanta, GA",Engineering and Operations Coop Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at AT&T (Atlanta, GA) in March 2018.",Application,What was one hurdle you faced while working on a project and how did you manage to get through it? Â  Answer Question
21-Feb-18,"Anonymous Employee in Macon, GA",Customer Service Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through other source. The process took 4+ weeks. I interviewed at AT&T (Macon, GA).",Application,How would I handle irate or difficult customers? Â  1 Answer
19-Feb-18,Anonymous Employee,AT&T Mobility RSC Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. The process took 2 weeks. I interviewed at AT&T.,Application,Situational questions Â  1 Answer
9-Feb-18,Anonymous Employee,Technical Architect Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,What was a challenge that you had and how did you overcome it? Â  1 Answer
2-Feb-18,"Anonymous Interview Candidate in Seattle, WA",Retail Sales Consultant Interview,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at AT&T (Seattle, WA).",Application,A bunch of âdescribe a situation whenâ kind of questions Â  Answer Question
29-Jan-18,Anonymous Interview Candidate,Associate Applications Developer Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 4+ months. I interviewed at AT&T.,Application,
9-Mar-18,Anonymous Employee,Office Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at AT&T in February 2018.,Application,Why should we hire you? What would your previous supervisor decide as your strengths and weaknesses? Describe a difficult situation when you had to go above/beyond to help someone? Â  Answer Question
4-Nov-18,"Anonymous Employee in Los Angeles, CA",RSC Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Los Angeles, CA) in February 2018.",Application,do you enjoy technology and what phone do you currently have? Â  1 Answer
8-Mar-18,"Anonymous Interview Candidate in Jacksonville, FL",Sales Associate Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at AT&T (Jacksonville, FL) in February 2018.",Application,What do you like about ATT Credo? Â  Answer Question
