Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
"Jun 11, 2019",Anonymous Employee,Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in January 2019.,Application,what would you do to improve the store? Â  Answer Question
"Jul 21, 2019","Anonymous Employee in Atlanta, GA",Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Atlanta, GA) in January 2019.",Application,how many years of customer service do you have Â  1 Answer
"Mar 12, 2019","Anonymous Employee in Chemung, NY",Picker/Packer Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Chemung, NY) in January 2019.",Application,Why did I apply for this job? Â  1 Answer
"Sep 16, 2019","Anonymous Interview Candidate in Boston, MA",MBA/MPH Interview,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 1+ week. I interviewed at CVS Health (Boston, MA) in January 2019.",Application,"Why do you think you are a good fit for this role?
Why do you want to work at CVS Health? Â  Answer Question"
"Feb 3, 2020","Anonymous Employee in Santa Barbara, CA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 weeks. I interviewed at CVS Health (Santa Barbara, CA) in January 2019.",Application,How do you handle repetitive work? Â  1 Answer
"Jan 10, 2020","Anonymous Employee in Boston, MA",CVS Store Manager Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. I interviewed at CVS Health (Boston, MA) in January 2019.",Application,How much are you expecting for compensation? Â  Answer Question
"Dec 26, 2018","Anonymous Employee in Scottsdale, AZ",Advisor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 3 weeks. I interviewed at CVS Health (Scottsdale, AZ).",Application,"You'll be asked about your prior experience, job expectations, your weaknesses, and strengths. Â  Answer Question"
"Dec 19, 2018",Anonymous Employee,Grad Interview,Accepted Offer,Negative Experience,,"I submitted an online application. I then emailed the Southern California recruiter of my interest. He got back to me if I was open to region X. After I said yes, he relayed my interest. Got an email from the district manager to schedule phone interview.",Application,Why retail? Â  Answer Question
"Dec 18, 2018",Anonymous Employee,Team Member Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,Q: describe a time when you had to help someone find something? Â  Answer Question
"Dec 18, 2018","Anonymous Employee in Northbrook, IL",Senior Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Northbrook, IL).",Application,Walk me through your resume Â  1 Answer
"Dec 13, 2018",Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at CVS Health.,Application,What was your school schedule like and how many hours am I looking for Â  1 Answer
"Dec 12, 2018",Anonymous Employee,Cashier Interview,Accepted Offer,Neutral Experience,Easy Interview,"It was an easy interview. The manager took me to the small break room to conduct the interview. Just asked me about my prior experience working in retail, the usual stuff",Application,How many years have you worked retail? Â  Answer Question
"Dec 10, 2018",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"Received a call to come in for an interview. Came in for the interview, everything seemed to go well and we discussed pay. Paperwork was submitted to the district manager regarding my pay, and the background check process was initiated.",Application,What is your availability Â  Answer Question
"Dec 3, 2018","Anonymous Employee in Sleepy Hollow, NY",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Sleepy Hollow, NY).",Interview,How do you work under pressure? Â  Answer Question
"Jul 30, 2019","Anonymous Employee in Fort Worth, TX",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 weeks. I interviewed at CVS Health (Fort Worth, TX) in December 2018.",Interview,Why did you choose CVS? Â  Answer Question
"Nov 30, 2018",Anonymous Employee,Pharmacist Interview,Accepted Offer,Negative Experience,Easy Interview,"Short interview. Direct and to the point. District manager asked questions about resume and qualifications and asked a few situational questions regarding management, leadership, work performance. It was relatively short interview and was offered position the next day.",Interview,Explain a situation in which you lead a group and people and had to problem solve Â  Answer Question
"Mar 14, 2019","Anonymous Employee in Meadville, PA",Pharmacy Tech Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied through other source. The process took 6+ weeks. I interviewed at CVS Health (Meadville, PA) in December 2018.",Interview,Education and experience Â  1 Answer
"Mar 13, 2019","Anonymous Employee in Sacramento, CA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Sacramento, CA) in December 2018.",Interview,What do you know of the history of CVS? Have you worked in a pharmacy before? Â  1 Answer
"Jan 13, 2019",Anonymous Interview Candidate,Senior Advisor Interview,Declined Offer,Negative Experience,Average Interview,I applied through a recruiter. The process took 4+ months. I interviewed at CVS Health in December 2018.,Interview,Be prepared for the consultant interview style for this role Â  1 Answer
"Jan 15, 2019","Anonymous Employee in Woonsocket, RI",Order Selector Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Woonsocket, RI) in December 2018.",Interview,Do you have experience in a production setting? Â  Answer Question
"Feb 4, 2019",Anonymous Interview Candidate,Data Scientist Interview,No Offer,Negative Experience,Average Interview,I applied through other source. The process took a week. I interviewed at CVS Health in December 2018.,Interview,"As a programmer, what is your personal goal of this year? Â  Answer Question"
"Dec 27, 2018","Anonymous Employee in Mount Prospect, IL",Pharm Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 4 days. I interviewed at CVS Health (Mount Prospect, IL) in December 2018.",Interview,What you choose CVS? Â  1 Answer
"Dec 19, 2018","Anonymous Interview Candidate in Irving, TX",Enrollment Consultant Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at CVS Health (Irving, TX) in December 2018.",Application,Basically have top level (Advanced) Excel experience. Â  Answer Question
"Jan 31, 2019","Anonymous Interview Candidate in Boston, MA",Digital Leadership Program Analyst Interview,No Offer,Negative Experience,Average Interview,"I applied through college or university. The process took 2+ months. I interviewed at CVS Health (Boston, MA) in December 2018.",Application,Tell me about a time you lead by example Â  Answer Question
"Dec 31, 2018","Anonymous Interview Candidate in Providence, RI",Quality Assurance Analyst - Salesforce Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at CVS Health (Providence, RI) in December 2018.",Application,"Please explain how you would start a UFT project (UFT was not a requirement...using a tool ""LIKE"" UFT was a requirement). Â  1 Answer"
"Nov 28, 2018","Anonymous Employee in Knoxville, TN",Caremark Customer Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4 days. I interviewed at CVS Health (Knoxville, TN) in November 2018.",Application,Are you flexible to work various shifts? Â  3 Answers
"Nov 26, 2018",Anonymous Employee,Cashier Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,What do you like to do after college if u go to college? Â  Answer Question
"Nov 17, 2018",Anonymous Interview Candidate,Cashier Interview,Declined Offer,Neutral Experience,Easy Interview,"Uninterested, as that is how it seemed that they were interested in someone else or had another person in mind for the job. It was uneventful and quiet frankly a waste of time and gas.",Application,Favorite thing about my personality? Â  1 Answer
"Nov 18, 2018",Anonymous Interview Candidate,"Advisor, Strategic Implementation Client P&L Interview",No Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,"What do you like most about your current job?
Why are you looking to leave your current job?
Why this position? Â  Answer Question"
"Nov 18, 2018","Anonymous Employee in Honolulu, HI",Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at CVS Health (Honolulu, HI).",Application,They asked me about my previous work experience and why I was leaving my current job. Â  Answer Question
"Nov 14, 2018",Anonymous Employee,Shift Supervisor B Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 days. I interviewed at CVS Health.,Application,The business acumen situational exam Â  1 Answer
"Nov 7, 2018",Anonymous Interview Candidate,Digital Interview,No Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at CVS Health.,Application,How would you go about talking an engineer through designing a salt shaker? Â  Answer Question
"Nov 6, 2018",Anonymous Employee,Pharmacist Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health.,Application,Why would you like to work as a pharmacist? Â  1 Answer
"May 1, 2019","Anonymous Interview Candidate in Woonsocket, RI",Strategy Analyst Interview,Declined Offer,Positive Experience,Easy Interview,"I applied through other source. The process took 6 weeks. I interviewed at CVS Health (Woonsocket, RI) in November 2018.",Application,"""Tell me about a scenario in which you ..."" type of questions. Â  Answer Question"
"Jan 2, 2019",Anonymous Interview Candidate,Analytics Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health in November 2018.,Application,What did you gain from working at ****? Â  Answer Question
"Nov 27, 2018","Anonymous Employee in Miami Beach, FL",Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Miami Beach, FL) in November 2018.",Application,Whatâs customer service means to you? Â  Answer Question
"Nov 15, 2018","Anonymous Employee in Albany, NY",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Albany, NY) in November 2018.",Application,Availability? Â  Answer Question
"Nov 17, 2018","Anonymous Interview Candidate in Scottsdale, AZ",Financial Analyst Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 6 days. I interviewed at CVS Health (Scottsdale, AZ) in November 2018.",Application,Tell us about a time you failed and how you dealt with it. Â  Answer Question
"Jan 9, 2019",Anonymous Employee,Territory Sales Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at CVS Health in November 2018.,Application,Why are you the best candidate? Walk me through your resume Â  Answer Question
"Feb 25, 2019","Anonymous Interview Candidate in Woonsocket, RI",Supply Chain Role Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Woonsocket, RI) in November 2018.",Application,General questions about experience. Followed by general conversational questions like why CVS etc. Â  1 Answer
"Nov 30, 2018","Anonymous Interview Candidate in Boston, MA",Digital Leadership Program Analyst Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at CVS Health (Boston, MA) in November 2018.",Application,How would you deal with a difficult team member? Â  Answer Question
"Oct 24, 2018",Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"Very basic questions, just wanted to get to know you. Basically was handed the job they only wanted to know what experience I had and my availability. The whole process was very easy.",Application,Have you ever worked in Retail? Â  Answer Question
"Oct 23, 2018",Anonymous Employee,Clerk Interview,Accepted Offer,Positive Experience,,"it was a good hiring process, I learned alot and it was good. they asked alot of questions but i got another job and didnt work there. CVS is proably a really good place to work. Its a nice store",Application,name Â  Answer Question
"Oct 23, 2018","Anonymous Interview Candidate in New York, NY",Prior Authorization Representative Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (New York, NY).",Application,Where do I see myself in 5 years Â  Answer Question
"Oct 11, 2018",Anonymous Interview Candidate,Cashier Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,What was a time you need to work as a team Â  Answer Question
"Oct 11, 2018",Anonymous Interview Candidate,Anonymous Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2 days. I interviewed at CVS Health.,Application,"Scripted and standard, nothing difficult. Â  Answer Question"
"Oct 9, 2018",Anonymous Interview Candidate,Rebate Analyst Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,What are your top 3 skills? Â  Answer Question
"Oct 6, 2018",Anonymous Interview Candidate,Pharmacy Technician Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health.,Application,How are you in a stressful work environment? Â  Answer Question
"Dec 9, 2018","Anonymous Employee in Providence, RI",UndergraduatePharmacy Operations Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Providence, RI) in October 2018.",Application,"Most questions concerned either my resume or how I would deal with a business situation, they also liked to ask about my background in healthcare and why I would want to work for them Â  Answer Question"
"Oct 2, 2018",Anonymous Interview Candidate,MBA Interview,No Offer,Neutral Experience,Average Interview,I applied through other source. I interviewed at CVS Health.,Interview,"Why do you think this job is a good fit for you?
Why CVS? Â  Answer Question"
"Oct 1, 2018",Anonymous Interview Candidate,Account Manager Interview,No Offer,Positive Experience,Average Interview,"A recruiter reached out after an online application. After a screening, there was another interview with the Director. Since it was a field position, there was no onsite interview. Everything went well, then they pulled the position.",Interview,What motivates your success? Â  Answer Question
"Oct 2, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Interview,ask about the gap of my work history Â  Answer Question
"Oct 2, 2018",Anonymous Interview Candidate,Digital Analyst Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health.,Interview,Are you willing to relocate? Â  Answer Question
"Feb 14, 2019","Anonymous Interview Candidate in Northbrook, IL",Healthcare Analyst Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Northbrook, IL) in October 2018.",Interview,Why CVS? Â  1 Answer
"Oct 26, 2018",Anonymous Interview Candidate,Store Manager Trainee Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at CVS Health in October 2018.,Interview,What is your leadership style? Â  Answer Question
"Oct 23, 2018","Anonymous Employee in Orlando, FL",Shift Supervisor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 2 days. I interviewed at CVS Health (Orlando, FL) in October 2018.",Interview,How do you handle tasks at a time Â  Answer Question
"Apr 2, 2019",Anonymous Employee,Pharmacy Technician Trainee Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied in-person. The process took 3 days. I interviewed at CVS Health in October 2018.,Interview,What experience do you have? Â  1 Answer
"Sep 30, 2018",Anonymous Interview Candidate,Product Manager Interview,Declined Offer,Positive Experience,Average Interview,I applied through a recruiter. I interviewed at CVS Health.,Interview,They gave a case that was similar to most management consulting cases. Â  Answer Question
"Sep 25, 2018",Anonymous Interview Candidate,Category Specialist Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,What is your experience with forecasting categories? Â  Answer Question
"Sep 24, 2018",Anonymous Interview Candidate,Management Position Interview,Declined Offer,Negative Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,
"Sep 22, 2018","Anonymous Employee in Brooklyn, NY",Front End Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"2 step interview process very easy. no drug testing for this position,and they offered me 13 an hour. your not restricted to just being a cashier you will be asked to help with inventory i.e. re stocking shelves,etc,etc.",Application,tell us about your previous job Â  Answer Question
"Sep 19, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"Basic interview questions . They ask you things just to see how you fit within the work culture. If you can count and follow directions well, this job is definitely for you",Application,Is your schedule open Â  Answer Question
"Sep 17, 2018",Anonymous Employee,Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied through an employee referral. The process took 4+ weeks. I interviewed at CVS Health.,Application,Hirevue: name a time you had to solve a problem by using multiple resources? Â  Answer Question
"Sep 15, 2018",Anonymous Interview Candidate,Pharmacist Interview,No Offer,Positive Experience,Average Interview,I applied through an employee referral. I interviewed at CVS Health.,Application,Can you describe what urgency means to you? Â  Answer Question
"Sep 13, 2018",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"Asked a lot of what would you do questions, ask what hours I can work, and you should know once you get out the interview if u approved. Very simple interview just be friendly and answer the questions to the best of your ability",Application,How are you working in fast pace Â  Answer Question
"Sep 10, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Negative Experience,Difficult Interview,I applied in-person. I interviewed at CVS Health.,Application,
"Sep 7, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through other source. The process took 1 day. I interviewed at CVS Health.,Application,Availability Â  Answer Question
"Sep 15, 2018",Anonymous Interview Candidate,Account Manager Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 1 day. I interviewed at CVS Health in September 2018.,Application,Tell me about your current role. Â  1 Answer
"Mar 4, 2019","Anonymous Employee in Toledo, OH",Store Manager In Training Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Toledo, OH) in September 2018.",Application,How strong are your experiences in customer service? Â  Answer Question
"Oct 5, 2018","Anonymous Interview Candidate in Nokomis, FL",Cashier Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at CVS Health (Nokomis, FL) in September 2018.",Application,Asked to provide an example of how I may have dealt with conflict in my previous work experiences. Â  1 Answer
"Apr 5, 2019","Anonymous Employee in Stroudsburg, PA",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Stroudsburg, PA) in September 2018.",Application,why do you want to work here Â  1 Answer
"May 7, 2019","Anonymous Employee in Ocala, FL",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Ocala, FL) in September 2018.",Application,He asked about my availability Â  1 Answer
"Sep 26, 2018",Anonymous Interview Candidate,Healthcare Analyst Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2+ months. I interviewed at CVS Health in September 2018.,Application,
"Jan 8, 2019","Anonymous Employee in Addison, IL",Pharmacy Technician Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Addison, IL) in September 2018.",Application,What's your major? Â  Answer Question
"Apr 9, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 4+ months. I interviewed at CVS Health in September 2018.,Application,Why do you want to work for CVS? Â  Answer Question
"Sep 23, 2018","Anonymous Employee in Chicago, IL",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through other source. The process took 4 days. I interviewed at CVS Health (Chicago, IL) in September 2018.",Application,why CVS? Â  1 Answer
"Oct 1, 2019","Anonymous Interview Candidate in Washington, DC",Operations Manager Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Washington, DC) in September 2018.",Application,How would you handle a surplus of inventory? Â  Answer Question
"Jan 29, 2019","Anonymous Employee in Boston, MA",Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Boston, MA) in September 2018.",Application,Can you describe a time where you had to deal with an unhappy customer? Â  Answer Question
"Aug 31, 2018","Anonymous Employee in San Antonio, TX",Call Center Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (San Antonio, TX).",Application,Tell me about a time where you helped one of your colleagues. Â  Answer Question
"Sep 11, 2018","Anonymous Interview Candidate in Honolulu, HI",Customer Service Representative Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Honolulu, HI) in September 2018.",Application,What motivates you to go to work everyday? Â  Answer Question
"Feb 7, 2020","Anonymous Employee in East Las Vegas, NV",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (East Las Vegas, NV) in September 2018.",Application,How/ where did you find out about job? Â  1 Answer
"Aug 16, 2018",Anonymous Employee,Pharmacist Interview,Accepted Offer,Positive Experience,Easy Interview,"Recruiter calls, initial screening just about yourself. Then formal interview is pretty chill - customer service based. It's pretty easy to get in as a staff or floater",Application,How do you keep customers happy Â  Answer Question
"Aug 17, 2018",Anonymous Employee,Shift Supervisor Trainee Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,"How many years have you worked in retail?
Situational questions Â  Answer Question"
"Aug 13, 2018",Anonymous Employee,Certified Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,
"Aug 13, 2018",Anonymous Employee,Pharmacy Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,Tell me about yourself Â  Answer Question
"Aug 7, 2018",Anonymous Employee,Claims Specialist Interview,Accepted Offer,Positive Experience,,I applied through an employee referral. I interviewed at CVS Health.,Application,
"Aug 2, 2018","Anonymous Employee in Northbrook, IL",PBM Advisor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 5 weeks. I interviewed at CVS Health (Northbrook, IL).",Application,Two 30 minute cases based on real problems encountered in the business. Â  Answer Question
"Sep 24, 2018",Anonymous Employee,Senior Consultant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at CVS Health in August 2018.,Application,What was a time where you and someone in management disagreed on a topic and how did you handle that situation? Â  Answer Question
"Aug 27, 2019","Anonymous Employee in Tempe, AZ",Cashier Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Tempe, AZ) in August 2018.",Application,How would you handle a difficult customer? Â  Answer Question
"Sep 16, 2018",Anonymous Interview Candidate,Account Manager Interview,No Offer,Neutral Experience,Average Interview,I applied through an employee referral. The process took 6 weeks. I interviewed at CVS Health in August 2018.,Application,Describe a time you weren't able to meet a deadline and what did you do? Â  Answer Question
"Jul 31, 2018",Anonymous Interview Candidate,Accounts Receivable Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,
"Sep 11, 2018","Anonymous Employee in New York, NY",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at CVS Health (New York, NY) in August 2018.",Application,why do you want to work in retail? Â  Answer Question
"Aug 27, 2018",Anonymous Employee,Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at CVS Health in August 2018.,Application,How would I handle an angry customer? Â  Answer Question
"Feb 1, 2019","Anonymous Employee in Honolulu, HI",Food Clerk Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Honolulu, HI) in August 2018.",Application,Where do you see yourself in 5-10 years Â  1 Answer
"Apr 20, 2019","Anonymous Employee in Anaheim, CA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Anaheim, CA) in August 2018.",Application,Have you ever had to deal with a customer yelling at you and what steps would you take to alleviate the situation? Â  Answer Question
"Aug 25, 2018","Anonymous Interview Candidate in Chicago, IL",Customer Service Associate Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Chicago, IL) in August 2018.",Application,Give an example of a time you had to deal with an upset customer. Â  Answer Question
"Aug 20, 2018","Anonymous Employee in Nashville, TN",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Nashville, TN) in August 2018.",Application,Do you enjoy fast paced work? Â  Answer Question
"Feb 2, 2020","Anonymous Employee in San Diego, CA",Pharmacist Interview,Accepted Offer,Negative Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at CVS Health (San Diego, CA) in August 2018.",Application,what are your personal interests? Â  1 Answer
"Jul 29, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,,I had one in person interview with the store manager and pharmacist and got the job! Lot of situational questions and also about past jobs held. Also asked about educational background.,Application,What would you do in a situation where a customer was not happy with the service? Â  Answer Question
"Jul 23, 2018","Anonymous Employee in Newburgh, NY",Pharmacy Tech Trainee Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Newburgh, NY).",Application,Tell me about a time you went out of your way to help someone? Â  Answer Question
"Jul 16, 2018","Anonymous Employee in Poughkeepsie, NY",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Poughkeepsie, NY).",Application,When was a time you had to use teamwork? When was a time you had to get something done in a timely manner and what did you do? Â  Answer Question
"Jul 16, 2018",Anonymous Employee,Training Store Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 4+ weeks. I interviewed at CVS Health.,Application,What is your preferred leadership style? Â  Answer Question
"Jul 10, 2018",Anonymous Employee,Clerk/Cashier Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took a week. I interviewed at CVS Health.,Application,"What is one good/bad trait that you have?
Describe a situation in which you struggled
How do you want a manager to treat their employees Â  Answer Question"
"Jul 6, 2018","Anonymous Employee in Edison, NJ",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Edison, NJ).",Application,"What my goals were, where i saw myself in 2 years, what my availability was and if i was in school. Â  Answer Question"
"Jul 5, 2018",Anonymous Employee,Store Team Leader Interview,Accepted Offer,Neutral Experience,Average Interview,I applied in-person. The process took a week. I interviewed at CVS Health.,Application,Situational questions Â  Answer Question
"Jul 2, 2018","Anonymous Employee in Tampa, FL",Account Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at CVS Health (Tampa, FL).",Application,what is your 5 year plan? Â  Answer Question
"Aug 29, 2018","Anonymous Interview Candidate in Parsippany, NJ",Strategic Account Manager Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Parsippany, NJ) in July 2018.",Application,Standard screening questions - nothing difficult Â  Answer Question
"May 9, 2019","Anonymous Employee in Playa Vista, CA",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Playa Vista, CA) in July 2018.",Application,what was a challenge you have encountered with a customer and how did you handle it Â  Answer Question
"Aug 19, 2019","Anonymous Employee in Rockford, IL",Store Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Rockford, IL) in July 2018.",Application,Tell us about a time.... Â  1 Answer
"Aug 2, 2018","Anonymous Interview Candidate in Scottsdale, AZ",Financial Data Analyst Interview,No Offer,Negative Experience,Easy Interview,"The process took 4+ weeks. I interviewed at CVS Health (Scottsdale, AZ) in July 2018.",Application,Tell me about a time Â  Answer Question
"Jul 17, 2018","Anonymous Employee in Cleveland, OH",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 2 days. I interviewed at CVS Health (Cleveland, OH) in July 2018.",Application,What skills do I have for the position that would make me a fit? Â  1 Answer
"Jul 28, 2018","Anonymous Interview Candidate in Houston, TX",Pharmacy Technician Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Houston, TX) in July 2018.",Application,Tell me about yourself? Â  1 Answer
"Feb 12, 2019","Anonymous Interview Candidate in New York, NY",Business Analyst Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at CVS Health (New York, NY) in July 2018.",Application,Walk me through your resume. Â  Answer Question
"May 13, 2019","Anonymous Employee in Chicago, IL",Manager Interview,Accepted Offer,Neutral Experience,,"I applied online. I interviewed at CVS Health (Chicago, IL) in July 2018.",Application,Hashed me a few questions about my previous work experience Â  1 Answer
