Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
"Oct 18, 2019",Anonymous Interview Candidate,SNO Interview,No Offer,Positive Experience,Average Interview,"First interview on campus, then flew me to Cincinnati for a second round where we met SNO leaders and networked with other students, Iâm still waiting to hear from them",Application,Tell about a time when you worked in groups and ensure a projects success. Â  Answer Question
"Oct 17, 2019",Anonymous Employee,R&D Interview,Accepted Offer,Positive Experience,,"Applied in September during school recruitment; In total two rounds, one on campus, the other one onsite, both behavioral interviews with very similar questions, flew to their headquarter for the second round.",Application,why P&G Â  Answer Question
"Oct 16, 2019",Anonymous Interview Candidate,Intern Interview,Declined Offer,Negative Experience,Easy Interview,I applied online. The process took 6+ months. I interviewed at Procter & Gamble.,Application,Behavioural Â  Answer Question
"Oct 15, 2019",Anonymous Interview Candidate,Manufacturing Interview,No Offer,Positive Experience,Average Interview,I applied through a recruiter. I interviewed at Procter & Gamble.,Application,Everything is based off of their core values Â  Answer Question
"Oct 15, 2019","Anonymous Employee in Gainesville, FL",Manufacturing Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Procter & Gamble (Gainesville, FL) in September 2018.",Application,Typical Behavioral questions Â  Answer Question
"Oct 15, 2019",Anonymous Employee,Supply Chain Planner Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble in April 2019.,Application,Give an example of a mistake you made and how you managed situation Â  Answer Question
"Oct 13, 2019","Anonymous Interview Candidate in Ann Arbor, MI",Entry Level Chemical Engineer Interview,No Offer,Negative Experience,Difficult Interview,"I applied through college or university. The process took 1 day. I interviewed at Procter & Gamble (Ann Arbor, MI) in September 2019.",Application,They give you a very difficult pre-interview IQ test. Â  1 Answer
"Oct 13, 2019",Anonymous Interview Candidate in Nairobi (Kenya),Brand Management Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble (Nairobi (Kenya)) in March 2018.,Application,What do you think makes you fit for the position? Â  Answer Question
"Oct 8, 2019","Anonymous Employee in Cincinnati, OH",Product Supply Engineering Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2+ months. I interviewed at Procter & Gamble (Cincinnati, OH) in September 2018.",Application,"If you have a deadline for a project that has bee pushed up from its original deadline, what would you do in order to make sure yo can deliver the project in time. Â  Answer Question"
"Oct 8, 2019","Anonymous Employee in Newcastle upon Tyne, England (UK)",IT Developer Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Newcastle upon Tyne, England (UK)) in January 2018.",Application,Tell us a time you lead a team? Â  Answer Question
"Oct 7, 2019",Anonymous Interview Candidate,Software Developer Interview,No Offer,Neutral Experience,Average Interview,"Only made it through first ""interview"" that was online. Two rounds that were behavioral tests that lasted 45 minutes each. The company took about a week to reach back to let me know that I was declined.",Application,Odd Pattern matching Â  Answer Question
"Oct 7, 2019",Anonymous Interview Candidate,Marketing Associate Interview,No Offer,Neutral Experience,Difficult Interview,I applied through other source. I interviewed at Procter & Gamble.,Application,when was the last time when you solved a problem at your company Â  Answer Question
"Oct 7, 2019",Anonymous Interview Candidate,Brand Manager Graduate Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble.,Application,Why P&G? Â  Answer Question
"Oct 6, 2019",Anonymous Employee in Rio de Janeiro (Brazil),Operador TÃ©cnico Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Rio de Janeiro (Brazil)) in April 2015.,Application,Que eu conhecia da empresa? Â  1 Answer
"Oct 6, 2019","Anonymous Interview Candidate in SÃ£o Paulo, SÃ£o Paulo (Brazil)",EstagiÃ¡rio Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (SÃ£o Paulo, SÃ£o Paulo (Brazil)) in September 2019.",Application,"- Uma situaÃ§Ã£o em que vocÃª exerceu um papel de lideranÃ§a
- Uma situaÃ§Ã£o em que vocÃª teve que reduzir gastos ou tempo
- Uma situaÃ§Ã£o em que vocÃª simplificou um processo
- Uma situaÃ§Ã£o em que vocÃª teve que convencer as pessoas de que sua ideia era a melhor Â  Answer Question"
"Oct 5, 2019",Anonymous Interview Candidate in Mechelen (Belgium),Operator Interview,No Offer,Negative Experience,Easy Interview,I applied through a staffing agency. The process took 4 days. I interviewed at Procter & Gamble (Mechelen (Belgium)) in August 2019.,Application,Het was een intelligentietest met redenering en wiskundige vragen. Ä°emand die een A2 diploma heeft kan makkelijk slagen. Â  Answer Question
"Oct 4, 2019","Anonymous Interview Candidate in Toronto, ON (Canada)",Senior Brand Manager Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 6 weeks. I interviewed at Procter & Gamble (Toronto, ON (Canada)) in September 2019.",Application,Tell me about yourself. Â  Answer Question
"Oct 3, 2019",Anonymous Interview Candidate,Graduate Sales Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Procter & Gamble in July 2019.,Application,Why sales? Why P&G? Tell me a bit about yourself. Â  Answer Question
"Oct 2, 2019",Anonymous Interview Candidate,Assistant Brand Manager Interview,No Offer,Positive Experience,Difficult Interview,"Apply online, invitation to do an initial online assessment. If you don't pass the online assessment then you wont make it to the next stage of the process. Which would be an in person interview.",Application,"Situational Judgement Questions, Switch test, Remembering of dots and patterns on the screen. Â  Answer Question"
"Oct 2, 2019",Anonymous Interview Candidate,Intern Marketing Interview,No Offer,Neutral Experience,,I applied online. I interviewed at Procter & Gamble.,Application,Practice on situational judgement questions. Â  Answer Question
"Sep 30, 2019",Anonymous Employee,Internship Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,"Something along the lines of ""how would you handle a situation where you wanted to implement a new program but received some push back from your team"" Â  Answer Question"
"Sep 30, 2019","Anonymous Employee in Cincinnati, OH",Engineer/Co-op Research and Development Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Cincinnati, OH) in November 2017.",Application,"If you were given a deadline that you could not meet, how would you approach telling your manager? Â  Answer Question"
"Sep 29, 2019",Anonymous Employee,Planning Specialist Interview,Accepted Offer,Positive Experience,Difficult Interview,"The hiring process consists of application, assesment and 2 on-line interviews. It's mainly competency-based, in order to succed on assessment and interviews you need to approach cases based on P&G principles and values.",Application,Tell me a time you had a conflict with your colleague and how you dealt with it? Â  Answer Question
"Sep 28, 2019","Anonymous Employee in Cincinnati, OH",Finance Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Procter & Gamble (Cincinnati, OH) in September 2018.",Application,tell me about a time working in a team Â  Answer Question
"Sep 26, 2019","Anonymous Employee in Moreno Valley, CA",Operations Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 3+ months. I interviewed at Procter & Gamble (Moreno Valley, CA) in April 2019.",Application,What was your biggest accomplishment at Amazon? Â  1 Answer
"Sep 26, 2019","Anonymous Employee in Manila, Manila (Philippines)",Systems Analyst Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Procter & Gamble (Manila, Manila (Philippines)).",Application,"Basic org behavior questions to ensure they get a glimpse on who they are, how they lead, how they operate under stress and what the key motivations of a person are. Â  1 Answer"
"Sep 24, 2019",Anonymous Interview Candidate,Intern Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Procter & Gamble.,Application,"i dont remember the interview question because it was a year ago
i recieved a phone interview Â  Answer Question"
"Sep 23, 2019",Anonymous Employee,Process Engineer Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 6 days. I interviewed at Procter & Gamble.,Application,Donner moi un exemple de projet d'Ã©quipe que vous avez leader Â  Answer Question
"Sep 23, 2019",Anonymous Interview Candidate,Data Analyst/Associate Interview,No Offer,Negative Experience,Difficult Interview,"I was really impressed with the initial hiring website and process. I thought that I had a good possibility of getting this position, as I have a Masters Degree in Data Analytics and several years of work experience.

The next step was to take an online assessment. The first part was behavioral and the second part was analytical/logical ability. The behavioral part was similar to any other position doing a personality test, looking for (or avoiding) particular traits.

However, the second test was something else. It starts with math and input/output code questions. I did great on those. You progress through âlevelsâ when you answer questions correctly. You only have a few minutes on each part. On the math and codes, I flew through and made it high levels. Since I was going so fast, I think that must be a good score.

Unfortunately the next few mini tests involved memorizing dots, which I am terrible at. They would show a location of a dot, have you answer some logic questions, show more dots, ask more questions, show more dots, and then ask where all the dots had been. The logic questions were fine, but not memorizing dots killed my candidacy.

I would be very interested to see how well the dot memorization predicts success in this role. While a person with a photographic memory might be helpful, it seems more important to find people capable of seeing a problem and tracking down how to find information, analyze that information, and present it in a way that explains it to the end users. I can understand and appreciate every other part of the test, but having several tests where you can only pass with a nearly photographic memory probably excludes a lot of good candidates.",Application,Memorize these dots. Â  Answer Question
"Sep 22, 2019",Anonymous Interview Candidate,Product Supply Engineering Interview,No Offer,Negative Experience,Difficult Interview,I applied online. The process took a week. I interviewed at Procter & Gamble in September 2019.,Application,Scenario questions and how you would respond. Â  Answer Question
"Sep 20, 2019","Anonymous Employee in Toronto, ON (Canada)",Assistant Brand Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Procter & Gamble (Toronto, ON (Canada)) in July 2018.",Application,What would you do in a situation where you have a different point of view than your manager? Â  Answer Question
"Sep 19, 2019","Anonymous Interview Candidate in SÃ£o Paulo, SÃ£o Paulo (Brazil)",ESTÃGIO Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Procter & Gamble (SÃ£o Paulo, SÃ£o Paulo (Brazil)) in September 2019.",Application,Uma situaÃ§Ã£o na qual eu liderei uma equipe. Â  Answer Question
"Sep 19, 2019",Anonymous Employee in Paris (France),IT Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Paris (France)) in January 2015.,Application,what was your biggest success Â  1 Answer
"Sep 19, 2019",Anonymous Interview Candidate,Finance Graduate Interview,Declined Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,
"Sep 18, 2019",Anonymous Interview Candidate in Mumbai (India),Internship Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble (Mumbai (India)) in December 2018.,Application,What are Ps of marketing? Â  Answer Question
"Sep 17, 2019",Anonymous Interview Candidate,Intern Interview,No Offer,Positive Experience,Average Interview,They started with a phone interview and personality assessment online. If you pass those then they fly you to their location for in person interview and in-person multiple choice test.,Application,Tell us about a time you changed something to make it more cost efficient. Â  Answer Question
"Sep 16, 2019",Anonymous Interview Candidate,Purchases Interview,No Offer,Positive Experience,Difficult Interview,I applied through an employee referral. The process took 2 weeks. I interviewed at Procter & Gamble in February 2019.,Application,"If a product launch was delayed, how would you go about solving that problem? Â  Answer Question"
"Sep 16, 2019","Anonymous Interview Candidate in New York, NY",Data Analyst Interview,No Offer,Negative Experience,Difficult Interview,"The process took 1+ week. I interviewed at Procter & Gamble (New York, NY).",Application,mathematical & memory games Â  Answer Question
"Sep 12, 2019",Anonymous Employee in Amiens (France),Supply Planner Interview,Accepted Offer,Positive Experience,Average Interview,I applied through a staffing agency. The process took 2 weeks. I interviewed at Procter & Gamble (Amiens (France)) in October 2018.,Application,Pourquoi la logistique ? Â  Answer Question
"Sep 10, 2019",Anonymous Interview Candidate,Packaging Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at Procter & Gamble in September 2019.,Application,Are you available to work weekends? Â  1 Answer
"Sep 10, 2019",Anonymous Interview Candidate in Mumbai (India),Product Supply Associate Manager Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Mumbai (India)) in August 2019.,Application,"Basically, the person will have to explain things based on his experience. Questions like,
Explain a situation where you made a complex situation simpler, the utmost risk that you have taken in life, and situational analytical questions where asked. Â  Answer Question"
"Sep 10, 2019",Anonymous Employee in Ciudad de MÃ©xico (Mexico),Ventas Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 6+ months. I interviewed at Procter & Gamble (Ciudad de MÃ©xico (Mexico)) in March 2018.,Application,Menciona algÃºn conflicto que hayas tenido en alguna situaciÃ³n y cÃ³mo lo resolviste. Â  Answer Question
"Sep 4, 2019",Anonymous Interview Candidate,Sales Summer Managerial Interview,No Offer,Positive Experience,Average Interview,"After sending the application they asked me to complete an online assessment (basically like an IQ test, with numbers, shapes etc) and a few days later they confirmed me a skype interview which lasted for about 45min-1h.",Application,Tell me about a time you had to deal with an important deadline Â  Answer Question
"Sep 3, 2019",Anonymous Interview Candidate,Engineer Interview,No Offer,Neutral Experience,Average Interview,I interviewed at Procter & Gamble in February 2015.,Application,Iq test Â  Answer Question
"Sep 3, 2019",Anonymous Employee,Account Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at Procter & Gamble.,Application,"Tell me about a time when... (you managed a team, motivated others towards a common goal, etc.) Â  Answer Question"
"Aug 27, 2019",Anonymous Interview Candidate in Ciudad de MÃ©xico (Mexico),Pasante De Derecho Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Ciudad de MÃ©xico (Mexico)) in August 2019.,Application,Â¿QuÃ© harÃ­as si te encargan un proyecto y te ponen como deadline el siguiente viernes y de imprevisto te dicen que lo tienes que entregar maÃ±ana? Â  Answer Question
"Aug 25, 2019",Anonymous Employee,Senior Financial Analyst Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble in August 2019.,Application,"Generic situational questions about a time when I demonstrated one or the other traits (leadership, critical thinking, decision making, conflict resolution) Â  2 Answers"
"Aug 25, 2019",Anonymous Interview Candidate in Singapore (Singapore),Order Management Analyst Interview,No Offer,Positive Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble (Singapore (Singapore)) in October 2018.,Application,"Describe a time you improved a process
You are given 24 hours / 12 hours / 6 hours / 1 hour to complete a project, how would you prioritise your processes to complete the assignment respectively?
Describe a time you disagreed with someone and how you handled it
How do you overcome an obstacle due to a colleagueâs fault?
Tell me about a time when you were part of a group and you tookâ¦Â  charge to change a process?
Tell me about your job experience, how did you increase productivity.
What is your strength/weakness?
Can you tell me a time when you've overcome a problem in a professional environment to reach success?
Tell me about a time you have successfully led a team in the past
What skills do you think you can bring to Procter & Gamble?
What is your greatest achievement?
Describe a situation where you manage to solve a problem with limited resources Â  Answer QuestionShow More"
"Aug 25, 2019",Anonymous Employee in Singapore (Singapore),Associate Manager Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Procter & Gamble (Singapore (Singapore)) in March 2015.,Application,Tell me a about a situation when u step in to a group and change the direction of projection Â  1 Answer
"Aug 22, 2019",Anonymous Employee,Project Engineer Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Procter & Gamble.,Application,Talk about a time you faced adversity Â  1 Answer
"Aug 22, 2019",Anonymous Employee in Naucalpan de JuÃ¡rez (Mexico),Analista De Laboratorio - TÃ©cnico De Laboratorio Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Procter & Gamble (Naucalpan de JuÃ¡rez (Mexico)) in April 2018.,Application,"Experiencia laboral, cuÃ¡les son tus mayores logros en tus trabajos anteriores, tu expectativa en la empresa Â  Answer Question"
"Aug 19, 2019",Anonymous Interview Candidate in Lisbon (Portugal),Marketing Interview,Declined Offer,Positive Experience,Average Interview,I applied through an employee referral. The process took 1 day. I interviewed at Procter & Gamble (Lisbon (Portugal)) in April 2018.,Application,How many windows are there in Lisbon? Â  1 Answer
"Aug 18, 2019",Anonymous Interview Candidate,Analyst Interview,No Offer,Negative Experience,Difficult Interview,I applied online. The process took 2 days. I interviewed at Procter & Gamble in August 2019.,Application,What would you do if questions. Â  Answer Question
"Aug 17, 2019",Anonymous Interview Candidate,Internship Interview,No Offer,Negative Experience,Difficult Interview,I applied online. The process took 4+ months. I interviewed at Procter & Gamble.,Application,"Generally, the questions are what you would do in this situation or what have you done in this situation, they're not technical just behavioural Â  Answer Question"
"Aug 15, 2019",Anonymous Interview Candidate in Budapest (Hungary),Demand Planner Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble (Budapest (Hungary)) in August 2019.,Application,How did you manage solving a problem which escalated through several parties and departments Â  Answer Question
"Aug 15, 2019","Anonymous Employee in Cincinnati, OH",Aviation Maintenance Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 weeks. I interviewed at Procter & Gamble (Cincinnati, OH) in December 2018.",Application,How did you solve a problem with a coworker Â  Answer Question
"Aug 14, 2019","Anonymous Employee in Cincinnati, OH",Summer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3+ months. I interviewed at Procter & Gamble (Cincinnati, OH).",Application,"About a time you were a leader, strengths...(Behavioral questions) Â  Answer Question"
"Aug 13, 2019",Anonymous Employee in Ciudad de MÃ©xico (Mexico),Key Account Manager KAM Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied through college or university. The process took 2 weeks. I interviewed at Procter & Gamble (Ciudad de MÃ©xico (Mexico)) in May 2017.,Application,Dar ejemplos sobre casos de Ã©xito. Â  Answer Question
"Aug 9, 2019",Anonymous Employee in Seoul (South Korea),CMK Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Seoul (South Korea)).,Application,When did you show your leadership? Â  Answer Question
"Aug 9, 2019",Anonymous Employee,Product Supply Engineering Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble in August 2019.,Application,List a time where you invented something and it helped the process Â  Answer Question
"Aug 7, 2019",Anonymous Employee,Researcher Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at Procter & Gamble.,Interview,Tell me about a time you saw an opportunity area and what did you do to rectify Â  Answer Question
"Aug 6, 2019","Anonymous Interview Candidate in Cabuyao, Laguna (Philippines)",Product Supply Engineering Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at Procter & Gamble (Cabuyao, Laguna (Philippines)) in July 2019.",Interview,Describe a situation where you manage to solve a problem with limited resources. Â  Answer Question
"Aug 6, 2019",Anonymous Employee in Moscow (Russia),Assistant Brand Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. The process took 4+ weeks. I interviewed at Procter & Gamble (Moscow (Russia)) in June 2018.,Interview,Dilemma-type question like you need to get a certain outcome and you have a safe option with less desire me characteristics and a risky option that would be ideal. Â  1 Answer
"Aug 2, 2019","Anonymous Interview Candidate in Greensboro, NC",Quality Assurance Analyst Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Procter & Gamble (Greensboro, NC) in August 2019.",Interview,Will you come down to our plant at 3pm on a Wednesday to take a 2 hour skills assessment test? Â  1 Answer
"Jul 31, 2019",Anonymous Employee,Lab Technician Interview,Accepted Offer,Positive Experience,,I applied online. I interviewed at Procter & Gamble.,Interview,Tell me a time you took charge at work. Â  1 Answer
"Jul 31, 2019","Anonymous Interview Candidate in Manaus, Amazonas (Brazil)",EstÃ¡gio gerencial em Engenharia Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at Procter & Gamble (Manaus, Amazonas (Brazil)) in April 2019.",Interview,Imagine que seus colegas de trabalho utilizam um processo por 10 anos E vocÃª tem uma ideia inovadora para otimizar esse processo. Como vocÃª convenceria seus colegas de trabalho e seu supervisor a utilizar o seu mÃ©todo? Â  Answer Question
"Jul 30, 2019",Anonymous Interview Candidate in Singapore (Singapore),Marketing Role Interview,Declined Offer,Neutral Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Singapore (Singapore)) in January 2018.,Interview,Behavioural questions Â  1 Answer
"Jul 30, 2019",Anonymous Employee,Financial Analyst Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble in June 2019.,Interview,"Working within a team and challenges faced and how you overcame those challenges
A moment when you lead a team project and how you delivered desired results. Â  Answer Question"
"Jul 30, 2019",Anonymous Employee in Chennai (India),Analysis Interview,Accepted Offer,Negative Experience,Difficult Interview,I applied through an employee referral. I interviewed at Procter & Gamble (Chennai (India)) in July 2017.,Interview,Give a overview about your CV Â  Answer Question
"Jul 29, 2019",Anonymous Interview Candidate in Ciudad de MÃ©xico (Mexico),Intern Interview,No Offer,Negative Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble (Ciudad de MÃ©xico (Mexico)) in May 2019.,Interview,Alguna situaciÃ³n en la que tuviste que enfrentarte a un problema entre miembros de un equipo. Â  Answer Question
"Jul 29, 2019",Anonymous Interview Candidate in Rome (Italy),Social Media Specialist Interview,No Offer,Negative Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble (Rome (Italy)) in July 2019.,Interview,"Personality skills, math & logic Â  1 Answer"
"Jul 28, 2019",Anonymous Interview Candidate,Assistant Brand Manager Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble.,Interview,How did you come up with a process that was innovative? What were the results? Â  Answer Question
"Jul 26, 2019",Anonymous Interview Candidate in Munro (Argentina),Experto En TecnologÃ­a Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Procter & Gamble (Munro (Argentina)) in August 2018.,Interview,Â¿Contame algÃºn proyecto de gran exigencia en tu trabajo actual? Â  Answer Question
"Jul 26, 2019",Anonymous Interview Candidate in Astana (Kazakhstan),Sales Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at Procter & Gamble (Astana (Kazakhstan)) in June 2018.,Interview,What will you do if you do not agree with your teammates regarding a project (there was a specific situation)? Â  1 Answer
"Jul 25, 2019",Anonymous Interview Candidate in Hyderabad (India),Rotational Analyst - Finance Interview,Declined Offer,Positive Experience,Difficult Interview,I applied online. The process took 3+ months. I interviewed at Procter & Gamble (Hyderabad (India)).,Interview,"Detailed questions on Derivative, Capital Management, Probability and one of their favourite question is Journal entry for Depreciation. Â  1 Answer"
"Jul 25, 2019",Anonymous Employee in Schwalbach am Taunus (Germany),IT Analyst Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. The process took 3 weeks. I interviewed at Procter & Gamble (Schwalbach am Taunus (Germany)) in July 2019.,Interview,What was your biggest challenge in a group work Â  Answer Question
"Jul 25, 2019",Anonymous Employee in Frankfurt am Main (Germany),IT Analyst Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. The process took 3 weeks. I interviewed at Procter & Gamble (Frankfurt am Main (Germany)) in July 2019.,Interview,What was one of your biggest challenges in a group work? Â  Answer Question
"Jul 25, 2019","Anonymous Employee in Boston, MA",Marketing Manager Interview,Accepted Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at Procter & Gamble (Boston, MA) in January 2018.",Interview,Describe a time when you had to improvise. Â  Answer Question
"Jul 23, 2019","Anonymous Employee in SÃ£o Paulo, SÃ£o Paulo (Brazil)",EstagiÃ¡rio De LogÃ­stica Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Procter & Gamble (SÃ£o Paulo, SÃ£o Paulo (Brazil)).",Application,Quais projetos vocÃª realizou? Â  Answer Question
"Jul 23, 2019",Anonymous Employee in Mumbai (India),Key Account Manager Interview,Accepted Offer,Positive Experience,Average Interview,The process took 6+ weeks. I interviewed at Procter & Gamble (Mumbai (India)).,Application,"Give example of a time when you made a difference in your organization, improved a process, worked well within a team etc Â  Answer Question"
"Jul 23, 2019",Anonymous Interview Candidate,Sales Interview,No Offer,Positive Experience,Difficult Interview,"I met a really nice interviewer. She asked me to tell several stories to show my ability and traits. She focused on every detail I told her, and asked me to tell more about these details.",Application,4-5 questions out of the classic P&G 8 questions Â  Answer Question
"Jul 22, 2019",Anonymous Interview Candidate in Mumbai (India),Programmer Analyst Interview,Declined Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Procter & Gamble (Mumbai (India)) in February 2017.,Application,Tell me about yourself Â  Answer Question
"Jul 20, 2019",Anonymous Employee in Ciudad de MÃ©xico (Mexico),Intern Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Procter & Gamble (Ciudad de MÃ©xico (Mexico)) in February 2019.,Application,Cuales son tus planes en cinco aÃ±os Â  Answer Question
"Jul 14, 2019",Anonymous Employee,Process Engineer Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 1 day. I interviewed at Procter & Gamble.,Application,Describe how solved a problem Â  Answer Question
"Jul 11, 2019",Anonymous Interview Candidate,Intern Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at Procter & Gamble.,Application,Describe una situaciÃ³n de trabajo en equipo Â  Answer Question
"Jul 10, 2019",Anonymous Employee,SNO Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble in March 2019.,Application,"If you were working within a group any two group members weren't getting along, how would you tackle the situation? (Something like this) Â  Answer Question"
"Jul 9, 2019",Anonymous Employee in Singapore (Singapore),SIP Planner Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through a recruiter. The process took 4+ weeks. I interviewed at Procter & Gamble (Singapore (Singapore)) in April 2019.,Application,They give some scenarios and ask us to describe how we handled similar situation faced in previous job (or university). Â  Answer Question
"Jul 9, 2019",Anonymous Employee in Ejido (Venezuela),Supervisor De Ventas Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied in-person. The process took 4+ weeks. I interviewed at Procter & Gamble (Ejido (Venezuela)) in June 2015.,Application,Cuales han sido actividades donde hallas demostrado tu liderazgo? Â  Answer Question
"Jul 8, 2019","Anonymous Interview Candidate in London, England (UK)",Graduate Process Engineer Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 5 weeks. I interviewed at Procter & Gamble (London, England (UK)) in May 2019.",Application,Tell me a time when you stepped into a room of people and took the lead. Â  Answer Question
"Jul 8, 2019",Anonymous Interview Candidate,Financial Advisor Interview,No Offer,Neutral Experience,Difficult Interview,"firstly there was a situational judgment test then a numerical test, which if you were successful in both you would have a video recorded interview then I believe there is a stage after but I didnât get to tjat",Application,Why this sector? Â  Answer Question
"Jul 5, 2019",Anonymous Employee in Amiens (France),Internship Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. The process took 2 weeks. I interviewed at Procter & Gamble (Amiens (France)) in May 2019.,Application,Operational cabability Â  1 Answer
"Jul 2, 2019",Anonymous Interview Candidate in Naucalpan de JuÃ¡rez (Mexico),Supply Chain Manager Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Procter & Gamble (Naucalpan de JuÃ¡rez (Mexico)) in April 2019.,Application,CuÃ©ntame alguna vez que hayas resuelto un problema en equipo Â  Answer Question
"Jun 28, 2019",Anonymous Employee in Warsaw (Poland),Supply Chain Specialist Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at Procter & Gamble (Warsaw (Poland)) in January 2017.,Application,Describe a time when you solved a problem in a group. Â  Answer Question
